SID,article_number,sharing_type,score
s361,24,msg_share_narrow,0
s364,102,msg_share_narrow,61
s371,18,msg_share_narrow,1
s373,0,msg_share_narrow,39
s380,25,msg_share_narrow,62
s387,93,msg_share_narrow,0
s394,13,msg_share_narrow,71
s396,98,msg_share_narrow,100
s400,81,msg_share_narrow,35
s402,34,msg_share_narrow,95
s406,58,msg_share_narrow,6
s412,107,msg_share_narrow,58
s415,67,msg_share_narrow,54
s419,97,msg_share_narrow,10
s421,10,msg_share_narrow,96
s423,3,msg_share_narrow,65
s432,76,msg_share_narrow,62
s435,79,msg_share_narrow,81
s437,107,msg_share_narrow,54
s442,43,msg_share_narrow,100
s445,17,msg_share_narrow,82
s448,33,msg_share_narrow,65
s450,24,msg_share_narrow,0
s454,3,msg_share_narrow,11
s457,31,msg_share_narrow,38
s462,104,msg_share_narrow,63
s466,14,msg_share_narrow,39
s470,41,msg_share_narrow,9
s473,61,msg_share_narrow,50
s478,89,msg_share_narrow,96
s481,15,msg_share_narrow,34
s483,91,msg_share_narrow,49
s487,53,msg_share_narrow,59
s490,45,msg_share_narrow,51
s493,17,msg_share_narrow,49
s495,6,msg_share_narrow,49
s497,79,msg_share_narrow,78
s499,25,msg_share_narrow,30
s504,52,msg_share_narrow,66
s506,107,msg_share_narrow,79
s512,52,msg_share_narrow,0
s514,49,msg_share_narrow,1
s516,99,msg_share_narrow,45
s520,85,msg_share_narrow,14
s526,32,msg_share_narrow,70
s529,77,msg_share_narrow,51
s531,55,msg_share_narrow,38
s533,64,msg_share_narrow,68
s537,39,msg_share_narrow,50
s540,10,msg_share_narrow,44
s543,33,msg_share_narrow,10
s545,99,msg_share_narrow,0
s547,32,msg_share_narrow,4
s551,88,msg_share_narrow,54
s553,7,msg_share_narrow,28
s555,36,msg_share_narrow,32
s559,98,msg_share_narrow,75
s563,55,msg_share_narrow,9
s568,89,msg_share_narrow,81
s571,21,msg_share_narrow,56
s574,18,msg_share_narrow,5
s576,105,msg_share_narrow,11
s578,13,msg_share_narrow,10
s582,39,msg_share_narrow,69
s584,99,msg_share_narrow,71
s588,76,msg_share_narrow,100
s592,87,msg_share_narrow,0
s594,26,msg_share_narrow,69
s598,81,msg_share_narrow,51
s600,95,msg_share_narrow,7
s606,38,msg_share_narrow,37
s610,22,msg_share_narrow,46
s615,38,msg_share_narrow,16
s618,78,msg_share_narrow,76
s620,82,msg_share_narrow,72
s622,47,msg_share_narrow,68
s624,11,msg_share_narrow,56
s627,17,msg_share_narrow,0
s629,28,msg_share_narrow,98
s631,97,msg_share_narrow,0
s635,25,msg_share_narrow,68
s638,67,msg_share_narrow,38
s640,99,msg_share_narrow,73
s001,2,msg_share_broad,50
s003,73,msg_share_broad,0
s005,89,msg_share_broad,45
s009,63,msg_share_broad,52
s012,106,msg_share_broad,8
s015,46,msg_share_broad,51
s018,90,msg_share_broad,53
s020,85,msg_share_broad,0
s024,20,msg_share_broad,11
s028,108,msg_share_broad,71
s031,47,msg_share_broad,97
s036,94,msg_share_broad,11
s038,61,msg_share_broad,21
s041,54,msg_share_broad,32
s043,15,msg_share_broad,1
s046,56,msg_share_broad,72
s049,99,msg_share_broad,100
s052,9,msg_share_broad,5
s054,85,msg_share_broad,34
s056,101,msg_share_broad,13
s058,28,msg_share_broad,40
s063,29,msg_share_broad,0
s065,71,msg_share_broad,68
s067,84,msg_share_broad,3
s069,104,msg_share_broad,49
s072,26,msg_share_broad,72
s074,103,msg_share_broad,99
s076,10,msg_share_broad,62
s079,108,msg_share_broad,32
s081,71,msg_share_broad,1
s083,80,msg_share_broad,58
s085,23,msg_share_broad,1
s089,14,msg_share_broad,56
s092,88,msg_share_broad,50
s095,42,msg_share_broad,0
s099,53,msg_share_broad,34
s101,34,msg_share_broad,99
s104,98,msg_share_broad,26
s108,14,msg_share_broad,22
s111,59,msg_share_broad,58
s113,80,msg_share_broad,68
s115,54,msg_share_broad,55
s117,64,msg_share_broad,59
s119,3,msg_share_broad,0
s121,71,msg_share_broad,63
s123,9,msg_share_broad,0
s125,45,msg_share_broad,0
s127,8,msg_share_broad,1
s132,3,msg_share_broad,0
s134,59,msg_share_broad,28
s137,86,msg_share_broad,100
s140,99,msg_share_broad,0
s143,44,msg_share_broad,40
s146,105,msg_share_broad,1
s149,76,msg_share_broad,98
s151,18,msg_share_broad,80
s155,62,msg_share_broad,0
s157,10,msg_share_broad,84
s160,44,msg_share_broad,59
s163,23,msg_share_broad,100
s167,83,msg_share_broad,49
s170,61,msg_share_broad,90
s177,27,msg_share_broad,34
s184,99,msg_share_broad,60
s186,59,msg_share_broad,76
s189,25,msg_share_broad,0
s192,51,msg_share_broad,55
s194,32,msg_share_broad,8
s196,34,msg_share_broad,70
s198,84,msg_share_broad,92
s201,86,msg_share_broad,63
s204,15,msg_share_broad,0
s206,89,msg_share_broad,95
s208,58,msg_share_broad,70
s211,63,msg_share_broad,0
s214,48,msg_share_broad,63
s216,19,msg_share_broad,4
s218,56,msg_share_broad,25
s222,7,msg_share_broad,59
s224,81,msg_share_broad,0
s230,34,msg_share_broad,20
s235,83,msg_share_broad,84
s237,66,msg_share_broad,79
s243,67,msg_share_broad,71
s248,18,msg_share_broad,77
s250,68,msg_share_broad,82
s255,51,msg_share_broad,0
s258,18,msg_share_broad,100
s260,52,msg_share_broad,5
s262,50,msg_share_broad,74
s268,42,msg_share_broad,100
s273,3,msg_share_broad,93
s275,55,msg_share_broad,59
s277,96,msg_share_broad,96
s279,36,msg_share_broad,99
s281,6,msg_share_broad,51
s287,30,msg_share_broad,7
s292,71,msg_share_broad,0
s295,109,msg_share_broad,60
s299,24,msg_share_broad,100
s301,60,msg_share_broad,1
s305,96,msg_share_broad,0
s308,54,msg_share_broad,92
s313,89,msg_share_broad,31
s316,71,msg_share_broad,1
s319,77,msg_share_broad,90
s321,86,msg_share_broad,82
s324,75,msg_share_broad,0
s327,43,msg_share_broad,53
s329,3,msg_share_broad,0
s331,79,msg_share_broad,59
s337,20,msg_share_broad,36
s344,63,msg_share_broad,75
s348,95,msg_share_broad,73
s352,57,msg_share_broad,91
s358,5,msg_share_broad,65
s361,28,msg_share_broad,0
s364,106,msg_share_broad,56
s371,11,msg_share_broad,0
s373,5,msg_share_broad,43
s380,27,msg_share_broad,36
s387,92,msg_share_broad,5
s394,11,msg_share_broad,56
s396,97,msg_share_broad,100
s400,85,msg_share_broad,92
s402,36,msg_share_broad,95
s406,55,msg_share_broad,19
s412,102,msg_share_broad,46
s415,60,msg_share_broad,74
s419,93,msg_share_broad,7
s421,14,msg_share_broad,88
s423,9,msg_share_broad,25
s432,79,msg_share_broad,16
s435,74,msg_share_broad,69
s437,106,msg_share_broad,63
s442,49,msg_share_broad,77
s445,12,msg_share_broad,67
s448,31,msg_share_broad,86
s450,23,msg_share_broad,0
s454,7,msg_share_broad,75
s457,38,msg_share_broad,39
s462,106,msg_share_broad,30
s466,19,msg_share_broad,36
s470,43,msg_share_broad,10
s473,60,msg_share_broad,48
s478,82,msg_share_broad,100
s481,13,msg_share_broad,21
s483,99,msg_share_broad,0
s487,55,msg_share_broad,53
s490,42,msg_share_broad,8
s493,10,msg_share_broad,50
s495,3,msg_share_broad,19
s497,72,msg_share_broad,2
s499,26,msg_share_broad,72
s504,51,msg_share_broad,21
s506,106,msg_share_broad,100
s512,59,msg_share_broad,0
s514,41,msg_share_broad,1
s516,90,msg_share_broad,26
s520,83,msg_share_broad,80
s526,35,msg_share_broad,58
s529,72,msg_share_broad,8
s531,51,msg_share_broad,10
s533,66,msg_share_broad,3
s537,38,msg_share_broad,100
s540,19,msg_share_broad,80
s543,38,msg_share_broad,7
s545,91,msg_share_broad,100
s547,33,msg_share_broad,13
s551,81,msg_share_broad,55
s553,2,msg_share_broad,32
s555,35,msg_share_broad,73
s559,95,msg_share_broad,51
s563,56,msg_share_broad,83
s568,84,msg_share_broad,79
s571,22,msg_share_broad,70
s574,13,msg_share_broad,10
s576,109,msg_share_broad,47
s578,18,msg_share_broad,21
s582,37,msg_share_broad,49
s584,98,msg_share_broad,0
s588,70,msg_share_broad,28
s592,81,msg_share_broad,34
s594,25,msg_share_broad,78
s598,87,msg_share_broad,51
s600,98,msg_share_broad,37
s606,39,msg_share_broad,70
s610,28,msg_share_broad,55
s615,34,msg_share_broad,100
s618,72,msg_share_broad,60
s620,85,msg_share_broad,38
s622,48,msg_share_broad,56
s624,14,msg_share_broad,85
s627,15,msg_share_broad,0
s629,21,msg_share_broad,100
s631,94,msg_share_broad,0
s635,26,msg_share_broad,79
s638,64,msg_share_broad,70
s640,91,msg_share_broad,64
s001,2,msg_share_narrow,51
s003,73,msg_share_narrow,0
s005,89,msg_share_narrow,0
s009,63,msg_share_narrow,52
s012,106,msg_share_narrow,37
s015,46,msg_share_narrow,87
s018,90,msg_share_narrow,70
s020,85,msg_share_narrow,0
s024,20,msg_share_narrow,17
s028,108,msg_share_narrow,83
s031,47,msg_share_narrow,82
s036,94,msg_share_narrow,10
s038,61,msg_share_narrow,13
s041,54,msg_share_narrow,76
s043,15,msg_share_narrow,1
s046,56,msg_share_narrow,68
s049,99,msg_share_narrow,48
s052,9,msg_share_narrow,5
s054,85,msg_share_narrow,26
s056,101,msg_share_narrow,67
s058,28,msg_share_narrow,46
s063,29,msg_share_narrow,0
s065,71,msg_share_narrow,52
s067,84,msg_share_narrow,9
s069,104,msg_share_narrow,83
s072,26,msg_share_narrow,70
s074,103,msg_share_narrow,98
s076,10,msg_share_narrow,1
s079,108,msg_share_narrow,50
s081,71,msg_share_narrow,1
s083,80,msg_share_narrow,41
s085,23,msg_share_narrow,1
s089,14,msg_share_narrow,50
s092,88,msg_share_narrow,49
s095,42,msg_share_narrow,51
s099,53,msg_share_narrow,28
s101,34,msg_share_narrow,94
s104,98,msg_share_narrow,37
s108,14,msg_share_narrow,12
s111,59,msg_share_narrow,59
s113,80,msg_share_narrow,76
s115,54,msg_share_narrow,28
s117,64,msg_share_narrow,79
s119,3,msg_share_narrow,0
s121,71,msg_share_narrow,65
s123,9,msg_share_narrow,0
s125,45,msg_share_narrow,0
s127,8,msg_share_narrow,46
s132,3,msg_share_narrow,0
s134,59,msg_share_narrow,3
s137,86,msg_share_narrow,100
s140,99,msg_share_narrow,0
s143,44,msg_share_narrow,34
s146,105,msg_share_narrow,12
s149,76,msg_share_narrow,76
s151,18,msg_share_narrow,97
s155,62,msg_share_narrow,0
s157,10,msg_share_narrow,71
s160,44,msg_share_narrow,57
s163,23,msg_share_narrow,0
s167,83,msg_share_narrow,49
s170,61,msg_share_narrow,82
s177,27,msg_share_narrow,70
s184,99,msg_share_narrow,70
s186,59,msg_share_narrow,65
s189,25,msg_share_narrow,0
s192,51,msg_share_narrow,20
s194,32,msg_share_narrow,9
s196,34,msg_share_narrow,65
s198,84,msg_share_narrow,99
s201,86,msg_share_narrow,50
s204,15,msg_share_narrow,65
s206,89,msg_share_narrow,83
s208,58,msg_share_narrow,61
s211,63,msg_share_narrow,0
s214,48,msg_share_narrow,74
s216,19,msg_share_narrow,28
s218,56,msg_share_narrow,17
s222,7,msg_share_narrow,52
s224,81,msg_share_narrow,0
s230,34,msg_share_narrow,11
s235,83,msg_share_narrow,91
s237,66,msg_share_narrow,56
s243,67,msg_share_narrow,52
s248,18,msg_share_narrow,71
s250,68,msg_share_narrow,92
s255,51,msg_share_narrow,0
s258,18,msg_share_narrow,100
s260,52,msg_share_narrow,74
s262,50,msg_share_narrow,82
s268,42,msg_share_narrow,100
s273,3,msg_share_narrow,100
s275,55,msg_share_narrow,25
s277,96,msg_share_narrow,93
s279,36,msg_share_narrow,82
s281,6,msg_share_narrow,53
s287,30,msg_share_narrow,11
s292,71,msg_share_narrow,33
s295,109,msg_share_narrow,68
s299,24,msg_share_narrow,100
s301,60,msg_share_narrow,1
s305,96,msg_share_narrow,0
s308,54,msg_share_narrow,54
s313,89,msg_share_narrow,37
s316,71,msg_share_narrow,4
s319,77,msg_share_narrow,83
s321,86,msg_share_narrow,85
s324,75,msg_share_narrow,0
s327,43,msg_share_narrow,61
s329,3,msg_share_narrow,0
s331,79,msg_share_narrow,42
s337,20,msg_share_narrow,5
s344,63,msg_share_narrow,67
s348,95,msg_share_narrow,69
s352,57,msg_share_narrow,88
s358,5,msg_share_narrow,50
s361,28,msg_share_narrow,100
s364,106,msg_share_narrow,66
s371,11,msg_share_narrow,0
s373,5,msg_share_narrow,32
s380,27,msg_share_narrow,37
s387,92,msg_share_narrow,12
s394,11,msg_share_narrow,72
s396,97,msg_share_narrow,100
s400,85,msg_share_narrow,51
s402,36,msg_share_narrow,88
s406,55,msg_share_narrow,11
s412,102,msg_share_narrow,59
s415,60,msg_share_narrow,36
s419,93,msg_share_narrow,11
s421,14,msg_share_narrow,61
s423,9,msg_share_narrow,67
s432,79,msg_share_narrow,38
s435,74,msg_share_narrow,78
s437,106,msg_share_narrow,71
s442,49,msg_share_narrow,78
s445,12,msg_share_narrow,80
s448,31,msg_share_narrow,86
s450,23,msg_share_narrow,0
s454,7,msg_share_narrow,16
s457,38,msg_share_narrow,60
s462,106,msg_share_narrow,18
s466,19,msg_share_narrow,46
s470,43,msg_share_narrow,9
s473,60,msg_share_narrow,52
s478,82,msg_share_narrow,99
s481,13,msg_share_narrow,25
s483,99,msg_share_narrow,49
s487,55,msg_share_narrow,73
s490,42,msg_share_narrow,53
s493,10,msg_share_narrow,56
s495,3,msg_share_narrow,0
s497,72,msg_share_narrow,47
s499,26,msg_share_narrow,57
s504,51,msg_share_narrow,14
s506,106,msg_share_narrow,100
s512,59,msg_share_narrow,0
s514,41,msg_share_narrow,1
s516,90,msg_share_narrow,20
s520,83,msg_share_narrow,61
s526,35,msg_share_narrow,66
s529,72,msg_share_narrow,9
s531,51,msg_share_narrow,10
s533,66,msg_share_narrow,5
s537,38,msg_share_narrow,83
s540,19,msg_share_narrow,23
s543,38,msg_share_narrow,8
s545,91,msg_share_narrow,35
s547,33,msg_share_narrow,5
s551,81,msg_share_narrow,62
s553,2,msg_share_narrow,51
s555,35,msg_share_narrow,77
s559,95,msg_share_narrow,66
s563,56,msg_share_narrow,16
s568,84,msg_share_narrow,92
s571,22,msg_share_narrow,75
s574,13,msg_share_narrow,7
s576,109,msg_share_narrow,48
s578,18,msg_share_narrow,67
s582,37,msg_share_narrow,52
s584,98,msg_share_narrow,0
s588,70,msg_share_narrow,50
s592,81,msg_share_narrow,33
s594,25,msg_share_narrow,75
s598,87,msg_share_narrow,29
s600,98,msg_share_narrow,22
s606,39,msg_share_narrow,57
s610,28,msg_share_narrow,46
s615,34,msg_share_narrow,52
s618,72,msg_share_narrow,41
s620,85,msg_share_narrow,72
s622,48,msg_share_narrow,55
s624,14,msg_share_narrow,87
s627,15,msg_share_narrow,0
s629,21,msg_share_narrow,100
s631,94,msg_share_narrow,77
s635,26,msg_share_narrow,66
s638,64,msg_share_narrow,64
s640,91,msg_share_narrow,77
s001,7,msg_share_broad,93
s003,77,msg_share_broad,0
s005,86,msg_share_broad,0
s009,65,msg_share_broad,52
s012,105,msg_share_broad,7
s015,44,msg_share_broad,15
s018,93,msg_share_broad,0
s020,81,msg_share_broad,0
s024,21,msg_share_broad,1
s028,103,msg_share_broad,80
s031,44,msg_share_broad,52
s036,91,msg_share_broad,6
s038,67,msg_share_broad,33
s041,59,msg_share_broad,87
s043,13,msg_share_broad,1
s046,59,msg_share_broad,78
s049,90,msg_share_broad,50
s052,4,msg_share_broad,9
s054,83,msg_share_broad,41
s056,102,msg_share_broad,98
s058,22,msg_share_broad,40
s063,26,msg_share_broad,0
s065,77,msg_share_broad,50
s067,80,msg_share_broad,4
s069,107,msg_share_broad,66
s072,23,msg_share_broad,78
s074,101,msg_share_broad,100
s076,17,msg_share_broad,1
s079,102,msg_share_broad,77
s081,76,msg_share_broad,1
s083,87,msg_share_broad,63
s085,29,msg_share_broad,1
s089,12,msg_share_broad,58
s092,82,msg_share_broad,50
s095,45,msg_share_broad,0
s099,59,msg_share_broad,52
s101,37,msg_share_broad,79
s104,95,msg_share_broad,81
s108,12,msg_share_broad,10
s111,58,msg_share_broad,0
s113,81,msg_share_broad,54
s115,50,msg_share_broad,50
s117,69,msg_share_broad,75
s119,8,msg_share_broad,0
s121,78,msg_share_broad,6
s123,2,msg_share_broad,0
s125,48,msg_share_broad,0
s127,1,msg_share_broad,2
s132,6,msg_share_broad,0
s134,51,msg_share_broad,40
s137,85,msg_share_broad,15
s140,94,msg_share_broad,0
s143,48,msg_share_broad,31
s146,108,msg_share_broad,23
s149,73,msg_share_broad,98
s151,14,msg_share_broad,98
s155,64,msg_share_broad,94
s157,18,msg_share_broad,73
s160,41,msg_share_broad,46
s163,21,msg_share_broad,15
s167,82,msg_share_broad,0
s170,63,msg_share_broad,91
s177,26,msg_share_broad,13
s184,95,msg_share_broad,64
s186,51,msg_share_broad,69
s189,22,msg_share_broad,0
s192,52,msg_share_broad,60
s194,33,msg_share_broad,11
s196,38,msg_share_broad,59
s198,89,msg_share_broad,94
s201,81,msg_share_broad,60
s204,19,msg_share_broad,65
s206,83,msg_share_broad,92
s208,55,msg_share_broad,72
s211,62,msg_share_broad,0
s214,43,msg_share_broad,64
s216,16,msg_share_broad,0
s218,59,msg_share_broad,45
s222,2,msg_share_broad,59
s224,89,msg_share_broad,2
s230,31,msg_share_broad,3
s235,88,msg_share_broad,73
s237,62,msg_share_broad,66
s243,66,msg_share_broad,62
s248,15,msg_share_broad,79
s250,66,msg_share_broad,71
s255,52,msg_share_broad,0
s258,12,msg_share_broad,100
s260,57,msg_share_broad,3
s262,55,msg_share_broad,61
s268,40,msg_share_broad,100
s273,4,msg_share_broad,73
s275,53,msg_share_broad,39
s277,90,msg_share_broad,95
s279,39,msg_share_broad,95
s281,9,msg_share_broad,7
s287,38,msg_share_broad,4
s292,74,msg_share_broad,3
s295,106,msg_share_broad,30
s299,23,msg_share_broad,70
s301,67,msg_share_broad,1
s305,93,msg_share_broad,0
s308,51,msg_share_broad,84
s313,87,msg_share_broad,5
s316,74,msg_share_broad,1
s319,74,msg_share_broad,92
s321,83,msg_share_broad,87
s324,79,msg_share_broad,24
s327,41,msg_share_broad,58
s329,0,msg_share_broad,0
s331,74,msg_share_broad,48
s337,24,msg_share_broad,11
s344,61,msg_share_broad,44
s348,90,msg_share_broad,52
s352,58,msg_share_broad,97
s358,7,msg_share_broad,67
s361,22,msg_share_broad,0
s364,103,msg_share_broad,56
s371,19,msg_share_broad,0
s373,7,msg_share_broad,43
s380,29,msg_share_broad,84
s387,98,msg_share_broad,0
s394,17,msg_share_broad,65
s396,91,msg_share_broad,100
s400,82,msg_share_broad,72
s402,39,msg_share_broad,89
s406,54,msg_share_broad,27
s412,101,msg_share_broad,44
s415,68,msg_share_broad,66
s419,98,msg_share_broad,5
s421,17,msg_share_broad,38
s423,4,msg_share_broad,60
s432,74,msg_share_broad,18
s435,77,msg_share_broad,58
s437,100,msg_share_broad,62
s442,45,msg_share_broad,76
s445,11,msg_share_broad,64
s448,37,msg_share_broad,69
s450,25,msg_share_broad,0
s454,8,msg_share_broad,34
s457,36,msg_share_broad,1
s462,103,msg_share_broad,14
s466,10,msg_share_broad,47
s470,45,msg_share_broad,11
s473,67,msg_share_broad,73
s478,84,msg_share_broad,100
s481,11,msg_share_broad,76
s483,97,msg_share_broad,0
s487,56,msg_share_broad,46
s490,41,msg_share_broad,49
s493,16,msg_share_broad,95
s495,2,msg_share_broad,100
s497,76,msg_share_broad,14
s499,20,msg_share_broad,69
s504,57,msg_share_broad,87
s506,108,msg_share_broad,72
s512,53,msg_share_broad,0
s514,48,msg_share_broad,1
s516,94,msg_share_broad,36
s520,82,msg_share_broad,83
s526,39,msg_share_broad,28
s529,75,msg_share_broad,80
s531,52,msg_share_broad,82
s533,63,msg_share_broad,14
s537,30,msg_share_broad,22
s540,11,msg_share_broad,76
s543,39,msg_share_broad,7
s545,92,msg_share_broad,78
s547,36,msg_share_broad,3
s551,87,msg_share_broad,69
s553,9,msg_share_broad,38
s555,32,msg_share_broad,67
s559,90,msg_share_broad,89
s563,52,msg_share_broad,20
s568,86,msg_share_broad,97
s571,26,msg_share_broad,37
s574,16,msg_share_broad,7
s576,107,msg_share_broad,35
s578,16,msg_share_broad,12
s582,34,msg_share_broad,90
s584,96,msg_share_broad,76
s588,79,msg_share_broad,63
s592,88,msg_share_broad,45
s594,24,msg_share_broad,72
s598,85,msg_share_broad,51
s600,99,msg_share_broad,3
s606,33,msg_share_broad,70
s610,29,msg_share_broad,31
s615,36,msg_share_broad,20
s618,75,msg_share_broad,15
s620,87,msg_share_broad,21
s622,42,msg_share_broad,63
s624,12,msg_share_broad,89
s627,12,msg_share_broad,0
s629,20,msg_share_broad,100
s631,90,msg_share_broad,0
s635,20,msg_share_broad,61
s638,63,msg_share_broad,65
s640,92,msg_share_broad,70
s001,7,msg_share_narrow,93
s003,77,msg_share_narrow,0
s005,86,msg_share_narrow,0
s009,65,msg_share_narrow,51
s012,105,msg_share_narrow,7
s015,44,msg_share_narrow,43
s018,93,msg_share_narrow,0
s020,81,msg_share_narrow,0
s024,21,msg_share_narrow,2
s028,103,msg_share_narrow,86
s031,44,msg_share_narrow,38
s036,91,msg_share_narrow,5
s038,67,msg_share_narrow,23
s041,59,msg_share_narrow,93
s043,13,msg_share_narrow,1
s046,59,msg_share_narrow,68
s049,90,msg_share_narrow,86
s052,4,msg_share_narrow,72
s054,83,msg_share_narrow,25
s056,102,msg_share_narrow,100
s058,22,msg_share_narrow,46
s063,26,msg_share_narrow,0
s065,77,msg_share_narrow,77
s067,80,msg_share_narrow,2
s069,107,msg_share_narrow,78
s072,23,msg_share_narrow,71
s074,101,msg_share_narrow,100
s076,17,msg_share_narrow,1
s079,102,msg_share_narrow,69
s081,76,msg_share_narrow,1
s083,87,msg_share_narrow,47
s085,29,msg_share_narrow,1
s089,12,msg_share_narrow,62
s092,82,msg_share_narrow,50
s095,45,msg_share_narrow,0
s099,59,msg_share_narrow,46
s101,37,msg_share_narrow,87
s104,95,msg_share_narrow,85
s108,12,msg_share_narrow,18
s111,58,msg_share_narrow,0
s113,81,msg_share_narrow,56
s115,50,msg_share_narrow,24
s117,69,msg_share_narrow,65
s119,8,msg_share_narrow,0
s121,78,msg_share_narrow,5
s123,2,msg_share_narrow,0
s125,48,msg_share_narrow,0
s127,1,msg_share_narrow,44
s132,6,msg_share_narrow,0
s134,51,msg_share_narrow,11
s137,85,msg_share_narrow,100
s140,94,msg_share_narrow,0
s143,48,msg_share_narrow,65
s146,108,msg_share_narrow,17
s149,73,msg_share_narrow,83
s151,14,msg_share_narrow,95
s155,64,msg_share_narrow,89
s157,18,msg_share_narrow,83
s160,41,msg_share_narrow,42
s163,21,msg_share_narrow,0
s167,82,msg_share_narrow,17
s170,63,msg_share_narrow,76
s177,26,msg_share_narrow,51
s184,95,msg_share_narrow,67
s186,51,msg_share_narrow,59
s189,22,msg_share_narrow,0
s192,52,msg_share_narrow,65
s194,33,msg_share_narrow,11
s196,38,msg_share_narrow,56
s198,89,msg_share_narrow,98
s201,81,msg_share_narrow,39
s204,19,msg_share_narrow,66
s206,83,msg_share_narrow,85
s208,55,msg_share_narrow,61
s211,62,msg_share_narrow,0
s214,43,msg_share_narrow,80
s216,16,msg_share_narrow,47
s218,59,msg_share_narrow,26
s222,2,msg_share_narrow,57
s224,89,msg_share_narrow,0
s230,31,msg_share_narrow,3
s235,88,msg_share_narrow,92
s237,62,msg_share_narrow,76
s243,66,msg_share_narrow,39
s248,15,msg_share_narrow,64
s250,66,msg_share_narrow,79
s255,52,msg_share_narrow,0
s258,12,msg_share_narrow,100
s260,57,msg_share_narrow,3
s262,55,msg_share_narrow,67
s268,40,msg_share_narrow,100
s273,4,msg_share_narrow,64
s275,53,msg_share_narrow,39
s277,90,msg_share_narrow,93
s279,39,msg_share_narrow,100
s281,9,msg_share_narrow,7
s287,38,msg_share_narrow,6
s292,74,msg_share_narrow,85
s295,106,msg_share_narrow,22
s299,23,msg_share_narrow,70
s301,67,msg_share_narrow,1
s305,93,msg_share_narrow,0
s308,51,msg_share_narrow,54
s313,87,msg_share_narrow,5
s316,74,msg_share_narrow,86
s319,74,msg_share_narrow,73
s321,83,msg_share_narrow,74
s324,79,msg_share_narrow,0
s327,41,msg_share_narrow,52
s329,0,msg_share_narrow,0
s331,74,msg_share_narrow,64
s337,24,msg_share_narrow,2
s344,61,msg_share_narrow,52
s348,90,msg_share_narrow,46
s352,58,msg_share_narrow,95
s358,7,msg_share_narrow,50
s361,22,msg_share_narrow,53
s364,103,msg_share_narrow,53
s371,19,msg_share_narrow,0
s373,7,msg_share_narrow,27
s380,29,msg_share_narrow,83
s387,98,msg_share_narrow,0
s394,17,msg_share_narrow,65
s396,91,msg_share_narrow,100
s400,82,msg_share_narrow,26
s402,39,msg_share_narrow,91
s406,54,msg_share_narrow,15
s412,101,msg_share_narrow,58
s415,68,msg_share_narrow,48
s419,98,msg_share_narrow,4
s421,17,msg_share_narrow,65
s423,4,msg_share_narrow,61
s432,74,msg_share_narrow,18
s435,77,msg_share_narrow,14
s437,100,msg_share_narrow,72
s442,45,msg_share_narrow,65
s445,11,msg_share_narrow,77
s448,37,msg_share_narrow,69
s450,25,msg_share_narrow,0
s454,8,msg_share_narrow,15
s457,36,msg_share_narrow,28
s462,103,msg_share_narrow,12
s466,10,msg_share_narrow,59
s470,45,msg_share_narrow,10
s473,67,msg_share_narrow,76
s478,84,msg_share_narrow,100
s481,11,msg_share_narrow,78
s483,97,msg_share_narrow,65
s487,56,msg_share_narrow,52
s490,41,msg_share_narrow,52
s493,16,msg_share_narrow,91
s495,2,msg_share_narrow,89
s497,76,msg_share_narrow,33
s499,20,msg_share_narrow,55
s504,57,msg_share_narrow,87
s506,108,msg_share_narrow,83
s512,53,msg_share_narrow,0
s514,48,msg_share_narrow,1
s516,94,msg_share_narrow,36
s520,82,msg_share_narrow,69
s526,39,msg_share_narrow,23
s529,75,msg_share_narrow,75
s531,52,msg_share_narrow,10
s533,63,msg_share_narrow,11
s537,30,msg_share_narrow,81
s540,11,msg_share_narrow,44
s543,39,msg_share_narrow,11
s545,92,msg_share_narrow,0
s547,36,msg_share_narrow,0
s551,87,msg_share_narrow,66
s553,9,msg_share_narrow,18
s555,32,msg_share_narrow,45
s559,90,msg_share_narrow,45
s563,52,msg_share_narrow,21
s568,86,msg_share_narrow,91
s571,26,msg_share_narrow,46
s574,16,msg_share_narrow,6
s576,107,msg_share_narrow,38
s578,16,msg_share_narrow,28
s582,34,msg_share_narrow,89
s584,96,msg_share_narrow,75
s588,79,msg_share_narrow,100
s592,88,msg_share_narrow,48
s594,24,msg_share_narrow,64
s598,85,msg_share_narrow,46
s600,99,msg_share_narrow,2
s606,33,msg_share_narrow,60
s610,29,msg_share_narrow,55
s615,36,msg_share_narrow,1
s618,75,msg_share_narrow,9
s620,87,msg_share_narrow,92
s622,42,msg_share_narrow,57
s624,12,msg_share_narrow,86
s627,12,msg_share_narrow,0
s629,20,msg_share_narrow,95
s631,90,msg_share_narrow,0
s635,20,msg_share_narrow,64
s638,63,msg_share_narrow,36
s640,92,msg_share_narrow,82
s001,6,msg_share_broad,95
s003,79,msg_share_broad,0
s005,85,msg_share_broad,16
s009,69,msg_share_broad,51
s012,108,msg_share_broad,5
s015,49,msg_share_broad,9
s018,91,msg_share_broad,17
s020,86,msg_share_broad,0
s024,26,msg_share_broad,6
s028,101,msg_share_broad,74
s031,46,msg_share_broad,72
s036,90,msg_share_broad,10
s038,63,msg_share_broad,32
s041,57,msg_share_broad,92
s043,10,msg_share_broad,1
s046,53,msg_share_broad,80
s049,93,msg_share_broad,70
s052,1,msg_share_broad,1
s054,86,msg_share_broad,37
s056,108,msg_share_broad,67
s058,20,msg_share_broad,33
