SID,article_number,sharing_type,score
s319,76,msg_share_broad,84
s321,80,msg_share_broad,73
s324,77,msg_share_broad,1
s327,45,msg_share_broad,12
s329,9,msg_share_broad,0
s331,72,msg_share_broad,56
s337,25,msg_share_broad,0
s344,69,msg_share_broad,68
s348,97,msg_share_broad,85
s352,55,msg_share_broad,88
s358,0,msg_share_broad,48
s361,23,msg_share_broad,0
s364,105,msg_share_broad,65
s371,16,msg_share_broad,0
s373,1,msg_share_broad,52
s380,26,msg_share_broad,0
s387,99,msg_share_broad,3
s394,15,msg_share_broad,64
s396,96,msg_share_broad,100
s400,80,msg_share_broad,66
s402,33,msg_share_broad,89
s406,52,msg_share_broad,46
s412,105,msg_share_broad,43
s415,62,msg_share_broad,65
s419,91,msg_share_broad,8
s421,18,msg_share_broad,79
s423,1,msg_share_broad,13
s432,77,msg_share_broad,12
s435,78,msg_share_broad,61
s437,108,msg_share_broad,NA
s442,44,msg_share_broad,76
s445,19,msg_share_broad,69
s448,34,msg_share_broad,54
s450,28,msg_share_broad,0
s454,0,msg_share_broad,64
s457,35,msg_share_broad,1
s462,107,msg_share_broad,21
s466,15,msg_share_broad,73
s470,49,msg_share_broad,10
s473,66,msg_share_broad,74
s478,88,msg_share_broad,73
s481,12,msg_share_broad,86
s483,96,msg_share_broad,0
s487,57,msg_share_broad,63
s490,43,msg_share_broad,26
s493,14,msg_share_broad,11
s495,4,msg_share_broad,76
s497,71,msg_share_broad,5
s499,27,msg_share_broad,70
s504,58,msg_share_broad,21
s506,101,msg_share_broad,94
s512,58,msg_share_broad,0
s514,40,msg_share_broad,1
s516,95,msg_share_broad,47
s520,89,msg_share_broad,100
s526,33,msg_share_broad,71
s529,74,msg_share_broad,34
s531,54,msg_share_broad,23
s533,62,msg_share_broad,5
s537,37,msg_share_broad,13
s540,18,msg_share_broad,21
s543,35,msg_share_broad,4
s545,97,msg_share_broad,100
s547,37,msg_share_broad,47
s551,84,msg_share_broad,57
s553,4,msg_share_broad,0
s555,34,msg_share_broad,80
s559,91,msg_share_broad,53
s563,50,msg_share_broad,63
s568,83,msg_share_broad,100
s571,27,msg_share_broad,4
s574,11,msg_share_broad,11
s576,100,msg_share_broad,37
s578,14,msg_share_broad,0
s582,31,msg_share_broad,45
s584,94,msg_share_broad,65
s588,77,msg_share_broad,35
s592,80,msg_share_broad,25
s594,21,msg_share_broad,52
s598,84,msg_share_broad,48
s600,90,msg_share_broad,28
s606,32,msg_share_broad,43
s610,20,msg_share_broad,40
s615,30,msg_share_broad,100
s618,74,msg_share_broad,42
s620,84,msg_share_broad,82
s622,41,msg_share_broad,77
s624,13,msg_share_broad,31
s627,19,msg_share_broad,0
s629,29,msg_share_broad,53
s631,96,msg_share_broad,0
s635,22,msg_share_broad,59
s638,68,msg_share_broad,62
s640,97,msg_share_broad,67
s001,3,msg_share_narrow,33
s003,78,msg_share_narrow,0
s005,80,msg_share_narrow,100
s009,60,msg_share_narrow,75
s012,104,msg_share_narrow,65
s015,41,msg_share_narrow,15
s018,95,msg_share_narrow,0
s020,88,msg_share_narrow,0
s024,24,msg_share_narrow,20
s028,106,msg_share_narrow,79
s031,42,msg_share_narrow,84
s036,92,msg_share_narrow,4
s038,69,msg_share_narrow,11
s041,50,msg_share_narrow,96
s043,16,msg_share_narrow,1
s046,50,msg_share_narrow,67
s049,96,msg_share_narrow,20
s052,6,msg_share_narrow,83
s054,81,msg_share_narrow,10
s056,109,msg_share_narrow,24
s058,29,msg_share_narrow,53
s063,25,msg_share_narrow,0
s065,76,msg_share_narrow,83
s067,81,msg_share_narrow,15
s069,109,msg_share_narrow,0
s072,24,msg_share_narrow,74
s074,105,msg_share_narrow,100
s076,12,msg_share_narrow,1
s079,100,msg_share_narrow,96
s081,72,msg_share_narrow,1
s083,89,msg_share_narrow,78
s085,20,msg_share_narrow,1
s089,17,msg_share_narrow,19
s092,87,msg_share_narrow,51
s095,41,msg_share_narrow,0
s099,58,msg_share_narrow,21
s101,33,msg_share_narrow,30
s104,99,msg_share_narrow,91
s108,10,msg_share_narrow,16
s111,53,msg_share_narrow,99
s113,82,msg_share_narrow,50
s115,59,msg_share_narrow,27
s117,61,msg_share_narrow,78
s119,5,msg_share_narrow,0
s121,74,msg_share_narrow,11
s123,1,msg_share_narrow,90
s125,46,msg_share_narrow,0
s127,2,msg_share_narrow,3
s132,9,msg_share_narrow,0
s134,55,msg_share_narrow,21
s137,84,msg_share_narrow,100
s140,93,msg_share_narrow,43
s143,46,msg_share_narrow,40
s146,107,msg_share_narrow,64
s149,71,msg_share_narrow,96
s151,12,msg_share_narrow,82
s155,69,msg_share_narrow,100
s157,17,msg_share_narrow,81
s160,42,msg_share_narrow,65
s163,27,msg_share_narrow,0
s167,87,msg_share_narrow,56
s170,69,msg_share_narrow,87
s177,22,msg_share_narrow,75
s184,91,msg_share_narrow,73
s186,56,msg_share_narrow,60
s189,20,msg_share_narrow,0
s192,56,msg_share_narrow,65
s194,31,msg_share_narrow,16
s196,30,msg_share_narrow,73
s198,87,msg_share_narrow,88
s201,83,msg_share_narrow,16
s204,14,msg_share_narrow,9
s206,81,msg_share_narrow,73
s208,54,msg_share_narrow,78
s211,64,msg_share_narrow,0
s214,44,msg_share_narrow,76
s216,14,msg_share_narrow,0
s218,53,msg_share_narrow,30
s222,9,msg_share_narrow,49
s224,88,msg_share_narrow,0
s230,38,msg_share_narrow,48
s235,89,msg_share_narrow,74
s237,64,msg_share_narrow,40
s243,60,msg_share_narrow,85
s248,13,msg_share_narrow,61
s250,60,msg_share_narrow,90
s255,54,msg_share_narrow,0
s258,14,msg_share_narrow,100
s260,58,msg_share_narrow,19
s262,56,msg_share_narrow,100
s268,44,msg_share_narrow,100
s273,9,msg_share_narrow,27
s275,56,msg_share_narrow,7
s277,93,msg_share_narrow,100
s279,35,msg_share_narrow,74
s281,8,msg_share_narrow,61
s287,33,msg_share_narrow,9
s292,75,msg_share_narrow,62
s295,102,msg_share_narrow,15
s299,28,msg_share_narrow,100
s301,64,msg_share_narrow,1
s305,98,msg_share_narrow,75
s308,58,msg_share_narrow,62
s313,84,msg_share_narrow,3
s316,75,msg_share_narrow,32
s319,76,msg_share_narrow,69
s321,80,msg_share_narrow,75
s324,77,msg_share_narrow,2
s327,45,msg_share_narrow,45
s329,9,msg_share_narrow,54
s331,72,msg_share_narrow,68
s337,25,msg_share_narrow,0
s344,69,msg_share_narrow,61
s348,97,msg_share_narrow,87
s352,55,msg_share_narrow,87
s358,0,msg_share_narrow,26
s361,23,msg_share_narrow,0
s364,105,msg_share_narrow,50
s371,16,msg_share_narrow,0
s373,1,msg_share_narrow,39
s380,26,msg_share_narrow,0
s387,99,msg_share_narrow,0
s394,15,msg_share_narrow,56
s396,96,msg_share_narrow,100
s400,80,msg_share_narrow,92
s402,33,msg_share_narrow,86
s406,52,msg_share_narrow,30
s412,105,msg_share_narrow,56
s415,62,msg_share_narrow,30
s419,91,msg_share_narrow,12
s421,18,msg_share_narrow,92
s423,1,msg_share_narrow,55
s432,77,msg_share_narrow,13
s435,78,msg_share_narrow,74
s437,108,msg_share_narrow,54
s442,44,msg_share_narrow,88
s445,19,msg_share_narrow,82
s448,34,msg_share_narrow,100
s450,28,msg_share_narrow,0
s454,0,msg_share_narrow,27
s457,35,msg_share_narrow,1
s462,107,msg_share_narrow,14
s466,15,msg_share_narrow,43
s470,49,msg_share_narrow,18
s473,66,msg_share_narrow,76
s478,88,msg_share_narrow,55
s481,12,msg_share_narrow,69
s483,96,msg_share_narrow,49
s487,57,msg_share_narrow,44
s490,43,msg_share_narrow,50
s493,14,msg_share_narrow,10
s495,4,msg_share_narrow,0
s497,71,msg_share_narrow,43
s499,27,msg_share_narrow,55
s504,58,msg_share_narrow,50
s506,101,msg_share_narrow,89
s512,58,msg_share_narrow,0
s514,40,msg_share_narrow,5
s516,95,msg_share_narrow,47
s520,89,msg_share_narrow,50
s526,33,msg_share_narrow,62
s529,74,msg_share_narrow,22
s531,54,msg_share_narrow,24
s533,62,msg_share_narrow,5
s537,37,msg_share_narrow,14
s540,18,msg_share_narrow,46
s543,35,msg_share_narrow,4
s545,97,msg_share_narrow,68
s547,37,msg_share_narrow,27
s551,84,msg_share_narrow,65
s553,4,msg_share_narrow,4
s555,34,msg_share_narrow,47
s559,91,msg_share_narrow,73
s563,50,msg_share_narrow,34
s568,83,msg_share_narrow,83
s571,27,msg_share_narrow,10
s574,11,msg_share_narrow,6
s576,100,msg_share_narrow,34
s578,14,msg_share_narrow,33
s582,31,msg_share_narrow,45
s584,94,msg_share_narrow,72
s588,77,msg_share_narrow,80
s592,80,msg_share_narrow,11
s594,21,msg_share_narrow,17
s598,84,msg_share_narrow,49
s600,90,msg_share_narrow,22
s606,32,msg_share_narrow,75
s610,20,msg_share_narrow,24
s615,30,msg_share_narrow,100
s618,74,msg_share_narrow,23
s620,84,msg_share_narrow,100
s622,41,msg_share_narrow,92
s624,13,msg_share_narrow,59
s627,19,msg_share_narrow,0
s629,29,msg_share_narrow,56
s631,96,msg_share_narrow,0
s635,22,msg_share_narrow,71
s638,68,msg_share_narrow,97
s640,97,msg_share_narrow,73
s001,0,msg_share_broad,14
s003,71,msg_share_broad,0
s005,84,msg_share_broad,89
s009,64,msg_share_broad,67
s012,102,msg_share_broad,39
s015,43,msg_share_broad,50
s018,96,msg_share_broad,49
s020,87,msg_share_broad,0
s024,22,msg_share_broad,10
s028,104,msg_share_broad,88
s031,43,msg_share_broad,92
s036,97,msg_share_broad,45
s038,60,msg_share_broad,50
s041,56,msg_share_broad,79
s043,19,msg_share_broad,1
s046,55,msg_share_broad,81
s049,98,msg_share_broad,86
s052,3,msg_share_broad,11
s054,84,msg_share_broad,76
s056,103,msg_share_broad,42
s058,25,msg_share_broad,38
s063,22,msg_share_broad,0
s065,72,msg_share_broad,48
s067,89,msg_share_broad,20
s069,106,msg_share_broad,0
s072,21,msg_share_broad,33
s074,102,msg_share_broad,100
s076,11,msg_share_broad,0
s079,101,msg_share_broad,25
s081,77,msg_share_broad,1
s083,85,msg_share_broad,50
s085,26,msg_share_broad,2
s089,18,msg_share_broad,57
s092,89,msg_share_broad,51
s095,46,msg_share_broad,0
s099,52,msg_share_broad,63
s101,32,msg_share_broad,81
s104,91,msg_share_broad,82
s108,17,msg_share_broad,6
s111,56,msg_share_broad,2
s113,85,msg_share_broad,50
s115,58,msg_share_broad,40
s117,63,msg_share_broad,63
s119,7,msg_share_broad,0
s121,70,msg_share_broad,6
s123,4,msg_share_broad,0
s125,42,msg_share_broad,0
s127,6,msg_share_broad,49
s132,8,msg_share_broad,0
s134,53,msg_share_broad,6
s137,80,msg_share_broad,7
s140,97,msg_share_broad,0
s143,42,msg_share_broad,47
s146,109,msg_share_broad,2
s149,70,msg_share_broad,93
s151,19,msg_share_broad,80
s155,66,msg_share_broad,0
s157,13,msg_share_broad,71
s160,46,msg_share_broad,56
s163,28,msg_share_broad,100
s167,84,msg_share_broad,0
s170,65,msg_share_broad,71
s177,21,msg_share_broad,9
s184,92,msg_share_broad,38
s186,50,msg_share_broad,53
s189,24,msg_share_broad,0
s192,58,msg_share_broad,54
s194,39,msg_share_broad,10
s196,36,msg_share_broad,61
s198,88,msg_share_broad,82
s201,80,msg_share_broad,3
s204,12,msg_share_broad,5
s206,80,msg_share_broad,91
s208,59,msg_share_broad,84
s211,60,msg_share_broad,0
s214,49,msg_share_broad,84
s216,11,msg_share_broad,0
s218,54,msg_share_broad,28
s222,6,msg_share_broad,54
s224,84,msg_share_broad,0
s230,37,msg_share_broad,17
s235,85,msg_share_broad,91
s237,69,msg_share_broad,68
s243,68,msg_share_broad,64
s248,10,msg_share_broad,53
s250,63,msg_share_broad,82
s255,53,msg_share_broad,0
s258,13,msg_share_broad,92
s260,56,msg_share_broad,4
s262,58,msg_share_broad,77
s268,45,msg_share_broad,100
s273,8,msg_share_broad,73
s275,50,msg_share_broad,33
s277,94,msg_share_broad,98
s279,38,msg_share_broad,100
s281,4,msg_share_broad,39
s287,35,msg_share_broad,60
s292,77,msg_share_broad,1
s295,108,msg_share_broad,29
s299,20,msg_share_broad,100
s301,61,msg_share_broad,0
s305,95,msg_share_broad,0
s308,59,msg_share_broad,73
s313,81,msg_share_broad,3
s316,72,msg_share_broad,0
s319,79,msg_share_broad,95
s321,85,msg_share_broad,83
s324,74,msg_share_broad,63
s327,44,msg_share_broad,73
s329,6,msg_share_broad,0
s331,77,msg_share_broad,58
s337,28,msg_share_broad,0
s344,64,msg_share_broad,66
s348,91,msg_share_broad,73
s352,50,msg_share_broad,81
s358,9,msg_share_broad,69
s361,29,msg_share_broad,0
s364,100,msg_share_broad,52
s371,17,msg_share_broad,0
s373,2,msg_share_broad,50
s380,28,msg_share_broad,55
s387,90,msg_share_broad,0
s394,16,msg_share_broad,70
s396,93,msg_share_broad,100
s400,88,msg_share_broad,62
s402,37,msg_share_broad,84
s406,51,msg_share_broad,37
s412,109,msg_share_broad,44
s415,69,msg_share_broad,59
s419,94,msg_share_broad,6
s421,13,msg_share_broad,37
s423,8,msg_share_broad,32
s432,75,msg_share_broad,17
s435,75,msg_share_broad,92
s437,109,msg_share_broad,84
s442,41,msg_share_broad,85
s445,15,msg_share_broad,59
s448,39,msg_share_broad,68
s450,22,msg_share_broad,0
s454,9,msg_share_broad,98
s457,33,msg_share_broad,1
s462,100,msg_share_broad,32
s466,18,msg_share_broad,42
s470,44,msg_share_broad,13
s473,69,msg_share_broad,41
s478,81,msg_share_broad,71
s481,16,msg_share_broad,44
s483,92,msg_share_broad,0
s487,59,msg_share_broad,72
s490,47,msg_share_broad,7
s493,19,msg_share_broad,23
s495,7,msg_share_broad,51
s497,78,msg_share_broad,2
s499,24,msg_share_broad,66
s504,50,msg_share_broad,89
s506,109,msg_share_broad,81
s512,54,msg_share_broad,0
s514,43,msg_share_broad,51
s516,92,msg_share_broad,26
s520,88,msg_share_broad,0
s526,31,msg_share_broad,75
s529,79,msg_share_broad,87
s531,50,msg_share_broad,6
s533,61,msg_share_broad,48
s537,34,msg_share_broad,52
s540,14,msg_share_broad,9
s543,31,msg_share_broad,17
s545,96,msg_share_broad,100
s547,30,msg_share_broad,25
s551,89,msg_share_broad,43
s553,5,msg_share_broad,12
s555,38,msg_share_broad,95
s559,94,msg_share_broad,47
s563,54,msg_share_broad,59
s568,81,msg_share_broad,43
s571,23,msg_share_broad,39
s574,10,msg_share_broad,11
s576,101,msg_share_broad,10
s578,19,msg_share_broad,0
s582,32,msg_share_broad,67
s584,95,msg_share_broad,67
s588,78,msg_share_broad,19
s592,89,msg_share_broad,10
s594,27,msg_share_broad,81
s598,80,msg_share_broad,51
s600,97,msg_share_broad,13
s606,37,msg_share_broad,72
s610,27,msg_share_broad,35
s615,39,msg_share_broad,100
s618,76,msg_share_broad,2
s620,88,msg_share_broad,0
s622,46,msg_share_broad,66
s624,15,msg_share_broad,51
s627,13,msg_share_broad,0
s629,26,msg_share_broad,71
s631,92,msg_share_broad,5
s635,23,msg_share_broad,39
s638,66,msg_share_broad,15
s640,95,msg_share_broad,74
s001,0,msg_share_narrow,15
s003,71,msg_share_narrow,0
s005,84,msg_share_narrow,85
s009,64,msg_share_narrow,81
s012,102,msg_share_narrow,31
s015,43,msg_share_narrow,17
s018,96,msg_share_narrow,51
s020,87,msg_share_narrow,0
s024,22,msg_share_narrow,28
s028,104,msg_share_narrow,81
s031,43,msg_share_narrow,83
s036,97,msg_share_narrow,40
s038,60,msg_share_narrow,37
s041,56,msg_share_narrow,83
s043,19,msg_share_narrow,1
s046,55,msg_share_narrow,73
s049,98,msg_share_narrow,72
s052,3,msg_share_narrow,12
s054,84,msg_share_narrow,64
s056,103,msg_share_narrow,45
s058,25,msg_share_narrow,38
s063,22,msg_share_narrow,0
s065,72,msg_share_narrow,53
s067,89,msg_share_narrow,55
s069,106,msg_share_narrow,0
s072,21,msg_share_narrow,62
s074,102,msg_share_narrow,100
s076,11,msg_share_narrow,1
s079,101,msg_share_narrow,36
s081,77,msg_share_narrow,1
s083,85,msg_share_narrow,51
s085,26,msg_share_narrow,2
s089,18,msg_share_narrow,51
s092,89,msg_share_narrow,50
s095,46,msg_share_narrow,0
s099,52,msg_share_narrow,64
s101,32,msg_share_narrow,96
s104,91,msg_share_narrow,82
s108,17,msg_share_narrow,12
s111,56,msg_share_narrow,0
s113,85,msg_share_narrow,11
s115,58,msg_share_narrow,43
s117,63,msg_share_narrow,82
s119,7,msg_share_narrow,0
s121,70,msg_share_narrow,9
s123,4,msg_share_narrow,0
s125,42,msg_share_narrow,0
s127,6,msg_share_narrow,5
s132,8,msg_share_narrow,0
s134,53,msg_share_narrow,3
s137,80,msg_share_narrow,100
s140,97,msg_share_narrow,0
s143,42,msg_share_narrow,49
s146,109,msg_share_narrow,0
s149,70,msg_share_narrow,80
s151,19,msg_share_narrow,88
s155,66,msg_share_narrow,0
s157,13,msg_share_narrow,78
s160,46,msg_share_narrow,63
s163,28,msg_share_narrow,0
s167,84,msg_share_narrow,56
s170,65,msg_share_narrow,83
s177,21,msg_share_narrow,7
s184,92,msg_share_narrow,44
s186,50,msg_share_narrow,44
s189,24,msg_share_narrow,0
s192,58,msg_share_narrow,58
s194,39,msg_share_narrow,6
s196,36,msg_share_narrow,65
s198,88,msg_share_narrow,94
s201,80,msg_share_narrow,3
s204,12,msg_share_narrow,0
s206,80,msg_share_narrow,88
s208,59,msg_share_narrow,74
s211,60,msg_share_narrow,0
s214,49,msg_share_narrow,81
s216,11,msg_share_narrow,36
s218,54,msg_share_narrow,39
s222,6,msg_share_narrow,49
s224,84,msg_share_narrow,0
s230,37,msg_share_narrow,34
s235,85,msg_share_narrow,80
s237,69,msg_share_narrow,36
s243,68,msg_share_narrow,69
s248,10,msg_share_narrow,65
s250,63,msg_share_narrow,91
s255,53,msg_share_narrow,0
s258,13,msg_share_narrow,100
s260,56,msg_share_narrow,4
s262,58,msg_share_narrow,81
s268,45,msg_share_narrow,100
s273,8,msg_share_narrow,80
s275,50,msg_share_narrow,22
s277,94,msg_share_narrow,100
s279,38,msg_share_narrow,90
s281,4,msg_share_narrow,33
s287,35,msg_share_narrow,62
s292,77,msg_share_narrow,70
s295,108,msg_share_narrow,23
s299,20,msg_share_narrow,100
s301,61,msg_share_narrow,0
s305,95,msg_share_narrow,23
s308,59,msg_share_narrow,94
s313,81,msg_share_narrow,3
s316,72,msg_share_narrow,79
s319,79,msg_share_narrow,87
s321,85,msg_share_narrow,76
s324,74,msg_share_narrow,2
s327,44,msg_share_narrow,76
s329,6,msg_share_narrow,100
s331,77,msg_share_narrow,72
s337,28,msg_share_narrow,0
s344,64,msg_share_narrow,57
s348,91,msg_share_narrow,75
s352,50,msg_share_narrow,81
s358,9,msg_share_narrow,54
s361,29,msg_share_narrow,0
s364,100,msg_share_narrow,77
s371,17,msg_share_narrow,0
s373,2,msg_share_narrow,43
s380,28,msg_share_narrow,55
s387,90,msg_share_narrow,0
s394,16,msg_share_narrow,54
s396,93,msg_share_narrow,100
s400,88,msg_share_narrow,33
s402,37,msg_share_narrow,93
s406,51,msg_share_narrow,14
s412,109,msg_share_narrow,59
s415,69,msg_share_narrow,51
s419,94,msg_share_narrow,48
s421,13,msg_share_narrow,92
s423,8,msg_share_narrow,61
s432,75,msg_share_narrow,18
s435,75,msg_share_narrow,69
s437,109,msg_share_narrow,66
s442,41,msg_share_narrow,72
s445,15,msg_share_narrow,78
s448,39,msg_share_narrow,61
s450,22,msg_share_narrow,0
s454,9,msg_share_narrow,82
s457,33,msg_share_narrow,28
s462,100,msg_share_narrow,41
s466,18,msg_share_narrow,70
s470,44,msg_share_narrow,16
s473,69,msg_share_narrow,12
s478,81,msg_share_narrow,74
s481,16,msg_share_narrow,47
s483,92,msg_share_narrow,88
s487,59,msg_share_narrow,59
s490,47,msg_share_narrow,5
s493,19,msg_share_narrow,14
s495,7,msg_share_narrow,0
s497,78,msg_share_narrow,19
s499,24,msg_share_narrow,44
s504,50,msg_share_narrow,92
s506,109,msg_share_narrow,61
s512,54,msg_share_narrow,0
s514,43,msg_share_narrow,1
s516,92,msg_share_narrow,20
s520,88,msg_share_narrow,0
s526,31,msg_share_narrow,67
s529,79,msg_share_narrow,68
s531,50,msg_share_narrow,11
s533,61,msg_share_narrow,27
s537,34,msg_share_narrow,53
s540,14,msg_share_narrow,87
s543,31,msg_share_narrow,11
s545,96,msg_share_narrow,50
s547,30,msg_share_narrow,0
s551,89,msg_share_narrow,55
s553,5,msg_share_narrow,12
s555,38,msg_share_narrow,56
s559,94,msg_share_narrow,64
s563,54,msg_share_narrow,11
s568,81,msg_share_narrow,28
s571,23,msg_share_narrow,59
s574,10,msg_share_narrow,6
s576,101,msg_share_narrow,10
s578,19,msg_share_narrow,0
s582,32,msg_share_narrow,74
s584,95,msg_share_narrow,70
s588,78,msg_share_narrow,100
s592,89,msg_share_narrow,9
s594,27,msg_share_narrow,78
s598,80,msg_share_narrow,1
s600,97,msg_share_narrow,8
s606,37,msg_share_narrow,83
s610,27,msg_share_narrow,27
s615,39,msg_share_narrow,32
s618,76,msg_share_narrow,5
s620,88,msg_share_narrow,13
s622,46,msg_share_narrow,80
s624,15,msg_share_narrow,49
s627,13,msg_share_narrow,0
s629,26,msg_share_narrow,91
s631,92,msg_share_narrow,44
s635,23,msg_share_narrow,33
s638,66,msg_share_narrow,33
s640,95,msg_share_narrow,85
s001,9,msg_share_broad,63
s003,70,msg_share_broad,0
s005,83,msg_share_broad,95
s009,67,msg_share_broad,54
s012,107,msg_share_broad,59
s015,45,msg_share_broad,80
s018,92,msg_share_broad,70
s020,83,msg_share_broad,0
s024,25,msg_share_broad,59
s028,105,msg_share_broad,80
s031,48,msg_share_broad,90
s036,96,msg_share_broad,4
s038,66,msg_share_broad,0
s041,53,msg_share_broad,17
s043,12,msg_share_broad,1
s046,54,msg_share_broad,83
s049,97,msg_share_broad,67
s052,7,msg_share_broad,6
s054,88,msg_share_broad,13
s056,106,msg_share_broad,68
s058,27,msg_share_broad,47
s063,28,msg_share_broad,0
s065,79,msg_share_broad,100
s067,86,msg_share_broad,40
s069,101,msg_share_broad,48
s072,27,msg_share_broad,71
s074,104,msg_share_broad,100
s076,13,msg_share_broad,65
s079,104,msg_share_broad,59
s081,74,msg_share_broad,48
s083,81,msg_share_broad,73
s085,25,msg_share_broad,1
s089,19,msg_share_broad,61
s092,80,msg_share_broad,50
s095,43,msg_share_broad,0
s099,57,msg_share_broad,0
s101,31,msg_share_broad,52
s104,94,msg_share_broad,41
s108,19,msg_share_broad,11
s111,52,msg_share_broad,0
s113,84,msg_share_broad,17
s115,55,msg_share_broad,44
s117,67,msg_share_broad,61
s119,1,msg_share_broad,0
s121,76,msg_share_broad,85
s123,7,msg_share_broad,0
s125,49,msg_share_broad,0
s127,7,msg_share_broad,57
s132,0,msg_share_broad,0
s134,58,msg_share_broad,2
s137,83,msg_share_broad,64
s140,92,msg_share_broad,0
s143,43,msg_share_broad,48
s146,102,msg_share_broad,27
s149,74,msg_share_broad,93
s151,10,msg_share_broad,38
s155,68,msg_share_broad,0
s157,12,msg_share_broad,84
s160,47,msg_share_broad,62
s163,22,msg_share_broad,100
s167,89,msg_share_broad,0
s170,66,msg_share_broad,88
s177,25,msg_share_broad,13
s184,94,msg_share_broad,56
s186,53,msg_share_broad,50
s189,23,msg_share_broad,0
s192,59,msg_share_broad,51
s194,34,msg_share_broad,23
s196,39,msg_share_broad,60
s198,85,msg_share_broad,89
s201,87,msg_share_broad,21
s204,13,msg_share_broad,0
s206,82,msg_share_broad,91
s208,52,msg_share_broad,77
s211,65,msg_share_broad,0
s214,46,msg_share_broad,85
s216,12,msg_share_broad,0
s218,50,msg_share_broad,22
s222,0,msg_share_broad,58
s224,80,msg_share_broad,0
s230,36,msg_share_broad,7
s235,87,msg_share_broad,63
s237,68,msg_share_broad,65
s243,62,msg_share_broad,36
s248,17,msg_share_broad,80
s250,67,msg_share_broad,96
s255,55,msg_share_broad,0
s258,19,msg_share_broad,100
s260,50,msg_share_broad,6
s262,54,msg_share_broad,60
s268,46,msg_share_broad,96
s273,7,msg_share_broad,70
s275,51,msg_share_broad,23
s277,91,msg_share_broad,98
s279,37,msg_share_broad,100
s281,5,msg_share_broad,17
s287,31,msg_share_broad,46
s292,73,msg_share_broad,1
s295,105,msg_share_broad,57
s299,22,msg_share_broad,100
s301,66,msg_share_broad,1
s305,92,msg_share_broad,0
s308,55,msg_share_broad,68
s313,80,msg_share_broad,2
s316,76,msg_share_broad,1
s319,71,msg_share_broad,80
s321,87,msg_share_broad,71
s324,78,msg_share_broad,79
s327,48,msg_share_broad,17
s329,8,msg_share_broad,0
s331,75,msg_share_broad,52
s337,26,msg_share_broad,0
s344,66,msg_share_broad,56
s348,94,msg_share_broad,80
s352,53,msg_share_broad,89
s358,8,msg_share_broad,37
s361,27,msg_share_broad,0
s364,107,msg_share_broad,51
s371,13,msg_share_broad,0
s373,3,msg_share_broad,59
s380,24,msg_share_broad,52
s387,95,msg_share_broad,25
s394,14,msg_share_broad,64
s396,90,msg_share_broad,100
s400,87,msg_share_broad,75
s402,32,msg_share_broad,89
s406,57,msg_share_broad,22
s412,103,msg_share_broad,63
s415,66,msg_share_broad,66
s419,95,msg_share_broad,60
s421,11,msg_share_broad,39
s423,0,msg_share_broad,43
s432,73,msg_share_broad,13
s435,76,msg_share_broad,56
s437,102,msg_share_broad,64
s442,40,msg_share_broad,76
s445,10,msg_share_broad,73
s448,30,msg_share_broad,67
s450,20,msg_share_broad,0
s454,4,msg_share_broad,84
s457,37,msg_share_broad,1
s462,109,msg_share_broad,38
s466,16,msg_share_broad,57
s470,40,msg_share_broad,16
s473,62,msg_share_broad,76
s478,87,msg_share_broad,72
s481,19,msg_share_broad,55
s483,90,msg_share_broad,0
s487,58,msg_share_broad,48
s490,44,msg_share_broad,15
s493,12,msg_share_broad,25
s495,9,msg_share_broad,32
s497,70,msg_share_broad,0
s499,29,msg_share_broad,85
s504,56,msg_share_broad,94
s506,104,msg_share_broad,81
s512,56,msg_share_broad,0
s514,46,msg_share_broad,1
s516,93,msg_share_broad,41
s520,84,msg_share_broad,0
s526,34,msg_share_broad,90
s529,73,msg_share_broad,34
s531,56,msg_share_broad,10
s533,68,msg_share_broad,22
s537,35,msg_share_broad,51
s540,13,msg_share_broad,29
s543,37,msg_share_broad,9
s545,90,msg_share_broad,100
s547,34,msg_share_broad,48
s551,86,msg_share_broad,66
s553,8,msg_share_broad,11
s555,31,msg_share_broad,75
s559,96,msg_share_broad,47
s563,57,msg_share_broad,69
s568,88,msg_share_broad,86
s571,25,msg_share_broad,62
s574,14,msg_share_broad,2
s576,103,msg_share_broad,16
s578,15,msg_share_broad,0
s582,36,msg_share_broad,64
s584,97,msg_share_broad,61
s588,75,msg_share_broad,15
s592,82,msg_share_broad,0
s594,20,msg_share_broad,79
s598,82,msg_share_broad,51
s600,92,msg_share_broad,58
s606,30,msg_share_broad,62
s610,25,msg_share_broad,34
s615,35,msg_share_broad,33
s618,73,msg_share_broad,1
s620,86,msg_share_broad,60
s622,49,msg_share_broad,60
s624,16,msg_share_broad,100
s627,14,msg_share_broad,0
s629,22,msg_share_broad,72
s631,99,msg_share_broad,0
s635,29,msg_share_broad,58
s638,61,msg_share_broad,53
s640,98,msg_share_broad,77
s001,9,msg_share_narrow,63
s003,70,msg_share_narrow,0
s005,83,msg_share_narrow,100
s009,67,msg_share_narrow,53
s012,107,msg_share_narrow,41
s015,45,msg_share_narrow,80
s018,92,msg_share_narrow,67
s020,83,msg_share_narrow,0
s024,25,msg_share_narrow,64
s028,105,msg_share_narrow,81
s031,48,msg_share_narrow,76
s036,96,msg_share_narrow,3
s038,66,msg_share_narrow,0
s041,53,msg_share_narrow,22
