SID,article_number,value,Tone,Arousal,sharing_type,sharing
s111,59,I live relatively close to the coast and would be interested to find if this area would be affected.,1,2,msg_share_broad,58
s111,59,I live relatively close to the coast and would be interested to find if this area would be affected.,1,2,msg_share_narrow,59
s111,58,I monitor my fitness levels and would like to know more about it.,1,2,msg_share_broad,0
s111,58,I monitor my fitness levels and would like to know more about it.,1,2,msg_share_narrow,0
s111,55,The article is about why we should ditch single use plastic straws for the environment.,1,2,msg_share_broad,0
s111,55,The article is about why we should ditch single use plastic straws for the environment.,1,2,msg_share_narrow,0
s111,50,The effects on cholesterol that red meat vs white meat have.,1,2,msg_share_narrow,56
s111,50,The effects on cholesterol that red meat vs white meat have.,1,2,msg_share_broad,65
s113,81,It matters to me because this leaders control a large part of our lives so it matters to know whats going on with them and what are their plans.,1,2,msg_share_broad,54
s113,81,It matters to me because this leaders control a large part of our lives so it matters to know whats going on with them and what are their plans.,1,2,msg_share_narrow,56
s113,88,Its about a new substance that doesn't have a lot of background information from scientists and it is unknown.,1,2,msg_share_narrow,1
s113,88,Its about a new substance that doesn't have a lot of background information from scientists and it is unknown.,1,2,msg_share_broad,2
s113,83,Its about encouraging people to switch to an environment friendly energy provider.,1,2,msg_share_broad,12
s113,83,Its about encouraging people to switch to an environment friendly energy provider.,1,2,msg_share_narrow,36
s113,85,Its about how important historic places are being killed by global warning and they have few years left.,0,4,msg_share_narrow,11
s113,85,Its about how important historic places are being killed by global warning and they have few years left.,0,4,msg_share_broad,50
s113,87,Its about how large companies are facing large amounts of money in climate related risks,1,2,msg_share_broad,1
s113,87,Its about how large companies are facing large amounts of money in climate related risks,1,2,msg_share_narrow,1
s113,84,Its about informing people that different factors such as diet could remove plaques in your arteries and could decrease possibility of heart attacks.,1,4,msg_share_broad,17
s113,84,Its about informing people that different factors such as diet could remove plaques in your arteries and could decrease possibility of heart attacks.,1,4,msg_share_narrow,62
s113,89,This article matter because I care for animals and people are trying to remove any kind of protection they have,0,4,msg_share_narrow,50
s113,89,This article matter because I care for animals and people are trying to remove any kind of protection they have,0,4,msg_share_broad,53
s113,86,This article matter to me because I have children and I know how school can affect their mental health so this program could be very beneficial to them,1,4,msg_share_broad,61
s113,86,This article matter to me because I have children and I know how school can affect their mental health so this program could be very beneficial to them,1,4,msg_share_narrow,66
s113,82,This article matter to me personally because I want to be healthy and live a long healthy life free of any diseases like Parkinson's disease.,1,4,msg_share_broad,16
s113,82,This article matter to me personally because I want to be healthy and live a long healthy life free of any diseases like Parkinson's disease.,1,4,msg_share_narrow,50
s113,80,This matter to me because I want to avoid anything that would decrease my health and worsen it.,0,2,msg_share_broad,68
s113,80,This matter to me because I want to avoid anything that would decrease my health and worsen it.,0,2,msg_share_narrow,76
s115,58,Alot of my friends and family are overweight and out of shape. This tool could help them get healthy.,1,2,msg_share_broad,40
s115,58,Alot of my friends and family are overweight and out of shape. This tool could help them get healthy.,1,2,msg_share_narrow,43
s115,52,Eating too much processed meats can cause breast cancer.,0,2,msg_share_narrow,26
s115,52,Eating too much processed meats can cause breast cancer.,0,2,msg_share_broad,41
s115,59,Figuring out what land will be under water in 20 years will be a good money maker for some.,0,2,msg_share_narrow,27
s115,59,Figuring out what land will be under water in 20 years will be a good money maker for some.,0,2,msg_share_broad,42
s115,55,How to help the environment by reducing my single use plastic habits.,1,2,msg_share_narrow,25
s115,55,How to help the environment by reducing my single use plastic habits.,1,2,msg_share_broad,44
s115,56,Many of my family members suffer from obesity and diabetes. Getting in shape could be just the thing that brings us together and helps us live longer.,1,4,msg_share_broad,35
s115,56,Many of my family members suffer from obesity and diabetes. Getting in shape could be just the thing that brings us together and helps us live longer.,1,4,msg_share_narrow,59
s115,50,"Many of my friends and family have heart and cholesterol issues, this article could help with that.",1,2,msg_share_narrow,24
s115,50,"Many of my friends and family have heart and cholesterol issues, this article could help with that.",1,2,msg_share_broad,50
s115,54,"My family has a lot of over weight and obese people in it, anything to help with that would be appreciated I'm sure.",0,2,msg_share_narrow,28
s115,54,"My family has a lot of over weight and obese people in it, anything to help with that would be appreciated I'm sure.",0,2,msg_share_broad,55
s115,57,"My friends are concerned about the environment and climate change, knowing which is better to choose at the check out line would be helpful for them to know.",1,2,msg_share_narrow,24
s115,57,"My friends are concerned about the environment and climate change, knowing which is better to choose at the check out line would be helpful for them to know.",1,2,msg_share_broad,50
s115,51,The danger of Nuclear radiation poisoning affects us all. Environmentalists team up with Nuclear people to help you lower your carbon footprint.,1,2,msg_share_narrow,37
s115,51,The danger of Nuclear radiation poisoning affects us all. Environmentalists team up with Nuclear people to help you lower your carbon footprint.,1,2,msg_share_broad,38
s115,53,"We had flooding in my state 2 years ago. Nobody was ready for it, only half the people in my town even had sump pumps. In the Midwest particularly, people are not ready for the coming effects of climate change such as flooding.",0,4,msg_share_broad,2
s115,53,"We had flooding in my state 2 years ago. Nobody was ready for it, only half the people in my town even had sump pumps. In the Midwest particularly, people are not ready for the coming effects of climate change such as flooding.",0,4,msg_share_narrow,3
s117,68,banana contains high vitamins,1,1,msg_share_broad,70
s117,68,banana contains high vitamins,1,1,msg_share_narrow,83
s117,66,diet makes healthy to body,1,1,msg_share_broad,66
s117,66,diet makes healthy to body,1,1,msg_share_narrow,73
s117,65,disobedience makes severe action,0,2,msg_share_broad,70
s117,65,disobedience makes severe action,0,2,msg_share_narrow,83
s117,67,grow green save environment,1,2,msg_share_broad,61
s117,67,grow green save environment,1,2,msg_share_narrow,71
s117,69,recycling is the best thing to environment,1,2,msg_share_narrow,65
s117,69,recycling is the best thing to environment,1,2,msg_share_broad,75
s117,62,running routine is helpful to health,1,2,msg_share_broad,55
s117,62,running routine is helpful to health,1,2,msg_share_narrow,71
s117,63,the study makes perfect knowledge,1,1,msg_share_broad,63
s117,63,the study makes perfect knowledge,1,1,msg_share_narrow,82
s117,61,wildlife exploration is the best thing,1,2,msg_share_broad,65
s117,61,wildlife exploration is the best thing,1,2,msg_share_narrow,78
s117,64,yes it contains high amount of protien,1,1,msg_share_broad,59
s117,64,yes it contains high amount of protien,1,1,msg_share_narrow,79
s117,60,yes maybe vitamin D is helpful,1,2,msg_share_broad,64
s117,60,yes maybe vitamin D is helpful,1,2,msg_share_narrow,73
s119,8,A completely unsurprising study finds eating healthy foods helps with weight loss.,1,2,msg_share_broad,0
s119,8,A completely unsurprising study finds eating healthy foods helps with weight loss.,1,2,msg_share_narrow,0
s119,9,"A report from ""13 federal agencies"" warn global warming could affect the GDP by 2100.",0,2,msg_share_broad,0
s119,9,"A report from ""13 federal agencies"" warn global warming could affect the GDP by 2100.",0,2,msg_share_narrow,0
s119,0,A study apparently shows breakfast is not the most important meal of the day.,1,2,msg_share_broad,0
s119,0,A study apparently shows breakfast is not the most important meal of the day.,1,2,msg_share_narrow,0
s119,3,I am mildly curious about this issue and the reasons behind the lawsuit.,1,2,msg_share_broad,0
s119,3,I am mildly curious about this issue and the reasons behind the lawsuit.,1,2,msg_share_narrow,0
s119,2,I don't know why anyone needs a book to explain this. Parents show their children to eat healthy by example.,1,2,msg_share_broad,0
s119,2,I don't know why anyone needs a book to explain this. Parents show their children to eat healthy by example.,1,2,msg_share_narrow,0
s119,4,I drink a lot of soda.,0,1,msg_share_broad,0
s119,4,I drink a lot of soda.,0,1,msg_share_narrow,0
s119,5,"Some skier thinks the world is going to run out of snow. Also, scientist win a prize by mapping peat.",1,2,msg_share_broad,0
s119,5,"Some skier thinks the world is going to run out of snow. Also, scientist win a prize by mapping peat.",1,2,msg_share_narrow,0
s119,1,"This article contains many reasons to not buy a wind turbine, I only need one.",0,2,msg_share_broad,0
s119,1,"This article contains many reasons to not buy a wind turbine, I only need one.",0,2,msg_share_narrow,0
s119,6,This article does not surprise anyone.,1,1,msg_share_broad,0
s119,6,This article does not surprise anyone.,1,1,msg_share_narrow,0
s119,7,"Wildfires are suddenly happening everywhere, just like they always have.",0,2,msg_share_broad,0
s119,7,"Wildfires are suddenly happening everywhere, just like they always have.",0,2,msg_share_narrow,0
s121,79,A garbage patch in the Ocean may be bigger than originally thought.,0,2,msg_share_narrow,67
s121,79,A garbage patch in the Ocean may be bigger than originally thought.,0,2,msg_share_broad,93
s121,70,A person and their grandmother found ways to make their money count on food.,1,2,msg_share_broad,6
s121,70,A person and their grandmother found ways to make their money count on food.,1,2,msg_share_narrow,9
s121,74,A pill may help people who are overweight.,1,2,msg_share_narrow,11
s121,74,A pill may help people who are overweight.,1,2,msg_share_broad,4
s121,76,Aging may not be as severe as people think.,1,2,msg_share_narrow,73
s121,76,Aging may not be as severe as people think.,1,2,msg_share_broad,85
s121,71,Car makers change direction on climate change.,1,2,msg_share_broad,63
s121,71,Car makers change direction on climate change.,1,2,msg_share_narrow,65
s121,77,Climate change denial is dangerous to our society.,0,2,msg_share_broad,80
s121,77,Climate change denial is dangerous to our society.,0,2,msg_share_narrow,88
s121,75,I care for the Earth and Climate change is important to me.,1,2,msg_share_broad,76
s121,75,I care for the Earth and Climate change is important to me.,1,2,msg_share_narrow,95
s121,72,It may make me more physically able.,1,2,msg_share_broad,63
s121,72,It may make me more physically able.,1,2,msg_share_narrow,70
s121,73,Not only is there a chance to get funds for a new vehicle but vehicles that could help the planet.,1,2,msg_share_broad,87
s121,73,Not only is there a chance to get funds for a new vehicle but vehicles that could help the planet.,1,2,msg_share_narrow,92
s121,78,People eat more than they exercise thus gain weight.,0,2,msg_share_narrow,5
s121,78,People eat more than they exercise thus gain weight.,0,2,msg_share_broad,6
s123,0,Because I know people who exercise and diet to lose weight.,1,1,msg_share_broad,0
s123,0,Because I know people who exercise and diet to lose weight.,1,1,msg_share_narrow,0
s123,1,I know people who are interested in alternative energy sources for use at home.,1,2,msg_share_broad,23
s123,1,I know people who are interested in alternative energy sources for use at home.,1,2,msg_share_narrow,90
s123,5,"I think it's a hook for an article on climate change, which would matter to people I know because climate change affects everyone.",1,2,msg_share_broad,0
s123,5,"I think it's a hook for an article on climate change, which would matter to people I know because climate change affects everyone.",1,2,msg_share_narrow,0
s123,3,This article is about a major oil company's abuse of the legal system to block research on climate change.,0,4,msg_share_narrow,73
s123,3,This article is about a major oil company's abuse of the legal system to block research on climate change.,0,4,msg_share_broad,74
s123,6,This article is about a study on the effects of exercise on weight loss and behavior in mice.,1,2,msg_share_broad,65
s123,6,This article is about a study on the effects of exercise on weight loss and behavior in mice.,1,2,msg_share_narrow,65
s123,7,This article is about the effect of climate change on exotic locales and wildfires.,0,2,msg_share_broad,0
s123,7,This article is about the effect of climate change on exotic locales and wildfires.,0,2,msg_share_narrow,0
s123,4,This article is about the health consequences of excessive consumption of sugary drinks.,0,2,msg_share_broad,0
s123,4,This article is about the health consequences of excessive consumption of sugary drinks.,0,2,msg_share_narrow,0
s123,9,This article is about the relationship between climate change and the US economy.,0,2,msg_share_broad,0
s123,9,This article is about the relationship between climate change and the US economy.,0,2,msg_share_narrow,0
s123,2,This article is relevant to people I know because most of their kids eat terrible food constantly.,0,2,msg_share_broad,0
s123,2,This article is relevant to people I know because most of their kids eat terrible food constantly.,0,2,msg_share_narrow,0
s123,8,This article matters to people I know because it could affect approaches of people who are overweight or have eating disorders towards adjusting their diet.,1,4,msg_share_broad,27
s123,8,This article matters to people I know because it could affect approaches of people who are overweight or have eating disorders towards adjusting their diet.,1,4,msg_share_narrow,28
s125,48,A brief 13 minute exercise for strength building.,1,1,msg_share_broad,0
s125,48,A brief 13 minute exercise for strength building.,1,1,msg_share_narrow,0
s125,41,Countries are unable to agree to lower environmental impact with their emissions.,0,2,msg_share_broad,0
s125,41,Countries are unable to agree to lower environmental impact with their emissions.,0,2,msg_share_narrow,0
s125,47,Everyone could use some advice on cleaning alternatives.,1,2,msg_share_broad,0
s125,47,Everyone could use some advice on cleaning alternatives.,1,2,msg_share_narrow,0
s125,42,I know some people who do cook a lot and are looking to eat healthier,1,2,msg_share_broad,0
s125,42,I know some people who do cook a lot and are looking to eat healthier,1,2,msg_share_narrow,0
s125,49,My parents recycle regularly.,1,1,msg_share_broad,0
s125,49,My parents recycle regularly.,1,1,msg_share_narrow,0
s125,44,Some of my friends have nieces and nephews of this age,1,1,msg_share_broad,0
s125,44,Some of my friends have nieces and nephews of this age,1,1,msg_share_narrow,0
s125,40,Some people I know do exercise regularly and have some pains after.,1,2,msg_share_broad,0
s125,40,Some people I know do exercise regularly and have some pains after.,1,2,msg_share_narrow,0
s125,45,The effects of climate change on glaciers,1,2,msg_share_broad,0
s125,45,The effects of climate change on glaciers,1,2,msg_share_narrow,0
s125,46,What to eat and drink to prevent kidney stones,1,1,msg_share_broad,0
s125,46,What to eat and drink to prevent kidney stones,1,1,msg_share_narrow,0
s125,43,Why countries are still burning coal.,0,2,msg_share_broad,0
s125,43,Why countries are still burning coal.,0,2,msg_share_narrow,0
s127,7,a globe change our climate and people are scared,0,2,msg_share_narrow,5
s127,7,a globe change our climate and people are scared,0,2,msg_share_broad,57
s127,9,environment is to bad,0,1,msg_share_broad,14
s127,9,environment is to bad,0,1,msg_share_narrow,4
s127,8,if diet is an important issue of weight loss person,1,1,msg_share_broad,1
s127,8,if diet is an important issue of weight loss person,1,1,msg_share_narrow,46
s127,0,"if morning exercise is an important to weight loss person, so avoid your breakfast or eat some vegetables",0,2,msg_share_broad,1
s127,0,"if morning exercise is an important to weight loss person, so avoid your breakfast or eat some vegetables",0,2,msg_share_narrow,55
s127,5,if skier are saved the snow for snow season,0,2,msg_share_narrow,3
s127,5,if skier are saved the snow for snow season,0,2,msg_share_broad,57
s127,4,If sugar patients avoid sweet.,0,1,msg_share_broad,6
s127,4,If sugar patients avoid sweet.,0,1,msg_share_narrow,62
s127,3,"if weather is not good , so they judgement are waited",0,2,msg_share_narrow,62
s127,3,"if weather is not good , so they judgement are waited",0,2,msg_share_broad,74
s127,6,"most of the people likes weight loss, because of beauty",1,2,msg_share_broad,49
s127,6,"most of the people likes weight loss, because of beauty",1,2,msg_share_narrow,5
s127,2,please give only healthy food for their children,1,1,msg_share_narrow,3
s127,2,please give only healthy food for their children,1,1,msg_share_broad,45
s127,1,Wind turbine is most helpful to the climate,1,2,msg_share_broad,2
s127,1,Wind turbine is most helpful to the climate,1,2,msg_share_narrow,44
s132,5,A skier wants to preserve snow,1,2,msg_share_broad,0
s132,5,A skier wants to preserve snow,1,2,msg_share_narrow,0
s132,1,America is accused of needing to do more for climate,0,2,msg_share_broad,0
s132,1,America is accused of needing to do more for climate,0,2,msg_share_narrow,0
s132,2,Encouraging kids to eat healthy,1,2,msg_share_broad,0
s132,2,Encouraging kids to eat healthy,1,2,msg_share_narrow,0
s132,3,Exxon wants to stop an investigation into climate,0,2,msg_share_broad,0
s132,3,Exxon wants to stop an investigation into climate,0,2,msg_share_narrow,0
s132,4,I like to drink soda sometimes,1,1,msg_share_broad,0
s132,4,I like to drink soda sometimes,1,1,msg_share_narrow,0
s132,0,I want to lose weight so it's interesting,1,2,msg_share_broad,0
s132,0,I want to lose weight so it's interesting,1,2,msg_share_narrow,0
s132,7,I'm worried about the effects of fire on the environment,0,2,msg_share_broad,0
s132,7,I'm worried about the effects of fire on the environment,0,2,msg_share_narrow,0
s132,9,It just depresses me,0,2,msg_share_broad,0
s132,9,It just depresses me,0,2,msg_share_narrow,0
s132,6,It might take more than exercise to lose weight,1,2,msg_share_broad,0
s132,6,It might take more than exercise to lose weight,1,2,msg_share_narrow,0
s132,8,Weight loss means more than reducing what you eat,1,2,msg_share_broad,0
s132,8,Weight loss means more than reducing what you eat,1,2,msg_share_narrow,0
s134,59,"A start-up company is trying to figure out which land will find itself underwater thanks to climate change, which could be lucrative knowledge.",1,4,msg_share_broad,28
s134,59,"A start-up company is trying to figure out which land will find itself underwater thanks to climate change, which could be lucrative knowledge.",1,4,msg_share_narrow,3
s134,57,"Although most of the people close to me seem to use reusable shopping bags, its good to know definitively when you go into the store which to choose if you forgot your reusable.",1,2,msg_share_narrow,2
s134,57,"Although most of the people close to me seem to use reusable shopping bags, its good to know definitively when you go into the store which to choose if you forgot your reusable.",1,2,msg_share_broad,40
s134,54,Being overweight can contribute to cancer as shown in certain parts of the U.S. versus other parts where the rate of weight-associated cancer is low.,0,2,msg_share_narrow,1
s134,54,Being overweight can contribute to cancer as shown in certain parts of the U.S. versus other parts where the rate of weight-associated cancer is low.,0,2,msg_share_broad,3
s134,56,Going past your limits with exercise may increase the benefits of exercise at the cellular level.,1,2,msg_share_narrow,13
s134,56,Going past your limits with exercise may increase the benefits of exercise at the cellular level.,1,2,msg_share_broad,58
s134,53,"I know people living in the Midwest and given all the other expenses they have, I doubt they have coverage for this since it seems so rare.",0,2,msg_share_narrow,3
s134,53,"I know people living in the Midwest and given all the other expenses they have, I doubt they have coverage for this since it seems so rare.",0,2,msg_share_broad,6
s134,52,"Most of my friends are female so knowing which foods can increase risk, especially if they have a family history, is very important since cancer is awful.",0,3,msg_share_narrow,33
s134,52,"Most of my friends are female so knowing which foods can increase risk, especially if they have a family history, is very important since cancer is awful.",0,3,msg_share_broad,65
s134,50,Most of the people around me are meat eaters so they would need to know what the effect is on their cholesterol levels.,1,2,msg_share_narrow,2
s134,50,Most of the people around me are meat eaters so they would need to know what the effect is on their cholesterol levels.,1,2,msg_share_broad,8
s134,51,The last part of the article about reducing your carbon footprint would be relevant to the people I know so they can do their part to lessen climate change.,1,4,msg_share_narrow,11
s134,51,The last part of the article about reducing your carbon footprint would be relevant to the people I know so they can do their part to lessen climate change.,1,4,msg_share_broad,40
s134,55,This article is about how to adjust your lifestyle so you are not using Single-Use plastics as much.,1,2,msg_share_narrow,21
s134,55,This article is about how to adjust your lifestyle so you are not using Single-Use plastics as much.,1,2,msg_share_broad,71
s134,58,This is about how to incorporate a heart monitor into your high-intensity interval training so it is less daunting and more enjoyable.,1,4,msg_share_broad,2
s134,58,This is about how to incorporate a heart monitor into your high-intensity interval training so it is less daunting and more enjoyable.,1,4,msg_share_narrow,2
s137,81,Climate TECH conference brought an array of different discussions from big data to lab grown meat. The conference brought many important issues bringing awareness.,1,4,msg_share_narrow,15
s137,81,Climate TECH conference brought an array of different discussions from big data to lab grown meat. The conference brought many important issues bringing awareness.,1,4,msg_share_broad,99
s137,83,Climate week allows for activist and world leader emphasized the need of going green.,1,4,msg_share_narrow,0
s137,83,Climate week allows for activist and world leader emphasized the need of going green.,1,4,msg_share_broad,64
s137,85,"Global warming is becoming a more realistic threat to  ancient places that need to be preserve, seems there is little that can be done, if we dont work collectively to fight global warming and the need to save these heritage sites.",0,4,msg_share_narrow,100
s137,85,"Global warming is becoming a more realistic threat to  ancient places that need to be preserve, seems there is little that can be done, if we dont work collectively to fight global warming and the need to save these heritage sites.",0,4,msg_share_broad,15
s137,82,It has been found there is a direct connection between Abdominal obesity and Parkinson's Disease. Such link increases the development of Parkinson's.,0,2,msg_share_broad,100
s137,82,It has been found there is a direct connection between Abdominal obesity and Parkinson's Disease. Such link increases the development of Parkinson's.,0,2,msg_share_narrow,100
s137,88,Many individuals I know personally use CBD oil religiously. despite the claims there is not firm evidence of what the oil actually does.,0,2,msg_share_narrow,100
s137,88,Many individuals I know personally use CBD oil religiously. despite the claims there is not firm evidence of what the oil actually does.,0,2,msg_share_broad,24
s137,86,"Many of my friends are mothers, like I am. Most of us are always on the look out to find programs that bring enrichment to our children. this is a program that will for sure peak most of the moms interest.",1,4,msg_share_broad,100
s137,86,"Many of my friends are mothers, like I am. Most of us are always on the look out to find programs that bring enrichment to our children. this is a program that will for sure peak most of the moms interest.",1,4,msg_share_narrow,100
s137,84,Many of my friends are smokers are on the heavier side. I believe this article basically illustrates a real potential reality of those who fit this category. Article brings forth evidence allowing for those I know make the decision to make a difference before they suffer from a heart attack due to the plaque build directed from their lifestyle.,1,4,msg_share_broad,100
s137,84,Many of my friends are smokers are on the heavier side. I believe this article basically illustrates a real potential reality of those who fit this category. Article brings forth evidence allowing for those I know make the decision to make a difference before they suffer from a heart attack due to the plaque build directed from their lifestyle.,1,4,msg_share_narrow,100
s137,89,"more than two dozen Law makers, lobbyist and administration have joined together to propose the removal protection of species and weaken the law of protection.",0,4,msg_share_broad,100
s137,89,"more than two dozen Law makers, lobbyist and administration have joined together to propose the removal protection of species and weaken the law of protection.",0,4,msg_share_narrow,76
s137,87,"The worlds largest companies are preparing to face up to one trillion spending in climate related risks, becoming more apparent within the next 5 years.",1,4,msg_share_broad,100
s137,87,"The worlds largest companies are preparing to face up to one trillion spending in climate related risks, becoming more apparent within the next 5 years.",1,4,msg_share_narrow,39
s137,80,There is a direct link between the cholesterol medication Statin and the development of developing staph skin infections.,0,2,msg_share_narrow,100
s137,80,There is a direct link between the cholesterol medication Statin and the development of developing staph skin infections.,0,2,msg_share_broad,7
s140,92,Because childhood obesity is on the rise and I know people with kids,0,1,msg_share_broad,0
s140,92,Because childhood obesity is on the rise and I know people with kids,0,1,msg_share_narrow,36
s140,90,Because everyone I know is having some hearing trouble,0,2,msg_share_broad,0
s140,90,Because everyone I know is having some hearing trouble,0,2,msg_share_narrow,62
s140,91,Because people I know are interested in climate change,1,2,msg_share_broad,0
s140,91,Because people I know are interested in climate change,1,2,msg_share_narrow,0
s140,95,Because they care about climate change and this would interest them.,1,1,msg_share_broad,0
s140,95,Because they care about climate change and this would interest them.,1,1,msg_share_narrow,59
s140,93,Because they want to switch to green energy,1,2,msg_share_broad,0
s140,93,Because they want to switch to green energy,1,2,msg_share_narrow,43
s140,99,How climate change and its effects will affect the world and people who live in it,0,2,msg_share_broad,0
s140,99,How climate change and its effects will affect the world and people who live in it,0,2,msg_share_narrow,0
s140,98,How even low impact sports can affect your health.,1,2,msg_share_broad,0
s140,98,How even low impact sports can affect your health.,1,2,msg_share_narrow,0
s140,94,How removing sugar from the diet can improve your health,1,2,msg_share_broad,0
s140,94,How removing sugar from the diet can improve your health,1,2,msg_share_narrow,0
s140,97,How rising temperatures are affecting people,1,2,msg_share_broad,0
s140,97,How rising temperatures are affecting people,1,2,msg_share_narrow,0
s140,96,Romantic partner involvement in treating eating disorders,1,2,msg_share_broad,0
s140,96,Romantic partner involvement in treating eating disorders,1,2,msg_share_narrow,0
s143,45,2016 climate changes Triggered.,0,2,msg_share_narrow,37
s143,45,2016 climate changes Triggered.,0,2,msg_share_broad,44
s143,49,American cities recycles foreign garbage.,0,2,msg_share_broad,44
s143,49,American cities recycles foreign garbage.,0,2,msg_share_narrow,54
s143,43,Australia helps for burning coal in future.,0,2,msg_share_broad,48
s143,43,Australia helps for burning coal in future.,0,2,msg_share_narrow,58
s143,44,babies could sleep  17 minutes longer if they have solid food than breast milk.,1,2,msg_share_narrow,34
s143,44,babies could sleep  17 minutes longer if they have solid food than breast milk.,1,2,msg_share_broad,40
s143,47,cleaning products are so expensive and less effective.,0,2,msg_share_broad,38
s143,47,cleaning products are so expensive and less effective.,0,2,msg_share_narrow,61
s143,41,E.U leader fails.net carbon emission bloc.2050 failed.,0,2,msg_share_narrow,35
s143,41,E.U leader fails.net carbon emission bloc.2050 failed.,0,2,msg_share_broad,36
s143,46,eat calcium rich foods to avoid kidney stone.,1,1,msg_share_broad,38
s143,46,eat calcium rich foods to avoid kidney stone.,1,1,msg_share_narrow,40
s143,48,In 13 minutes we can build weight training.,1,2,msg_share_broad,31
s143,48,In 13 minutes we can build weight training.,1,2,msg_share_narrow,65
s143,42,Tomatoes and Spinach can boost nutrients.,1,1,msg_share_broad,47
s143,42,Tomatoes and Spinach can boost nutrients.,1,1,msg_share_narrow,49
s143,40,"Vitamins C and E , black tea antioxidants.",1,1,msg_share_narrow,51
s143,40,"Vitamins C and E , black tea antioxidants.",1,1,msg_share_broad,55
s146,104,A.I. plays a large part in my daily life and is only becoming more important.,1,2,msg_share_broad,56
s146,104,A.I. plays a large part in my daily life and is only becoming more important.,1,2,msg_share_narrow,56
s146,105,"I am kind of interested in how energy will change my lifestyle in the far future, and I am aware that climate change responsibility falls on large companies.",1,2,msg_share_broad,1
s146,105,"I am kind of interested in how energy will change my lifestyle in the far future, and I am aware that climate change responsibility falls on large companies.",1,2,msg_share_narrow,12
s146,106,"I am not obese, but I do know people who are and it leads me to wonder if they are experiencing sleep apnea.",0,2,msg_share_broad,0
s146,106,"I am not obese, but I do know people who are and it leads me to wonder if they are experiencing sleep apnea.",0,2,msg_share_narrow,59
s146,107,"I have a bit of an interest in scents and collect them, so this is kind of a worrying article.",0,2,msg_share_broad,3
s146,107,"I have a bit of an interest in scents and collect them, so this is kind of a worrying article.",0,2,msg_share_narrow,64
s146,103,S.U.V.s are gaining popularity around the world. This article claims that this is not good for the climate.,0,2,msg_share_broad,14
s146,103,S.U.V.s are gaining popularity around the world. This article claims that this is not good for the climate.,0,2,msg_share_narrow,58
s146,102,The article is attempting to shed new light on G.M.O.s in order to combat certain assumptions on them.,1,2,msg_share_narrow,14
s146,102,The article is attempting to shed new light on G.M.O.s in order to combat certain assumptions on them.,1,2,msg_share_broad,27
s146,109,The article is describing a strike that young adults and children are participating in.,1,2,msg_share_narrow,0
s146,109,The article is describing a strike that young adults and children are participating in.,1,2,msg_share_broad,2
s146,100,The article is talking about the immune system and giving information on how effective it is against certain viruses.,1,2,msg_share_broad,10
s146,100,The article is talking about the immune system and giving information on how effective it is against certain viruses.,1,2,msg_share_narrow,75
s146,101,These stories always have me worrying about how humans do not treat precious life the way they should.,0,4,msg_share_broad,29
s146,101,These stories always have me worrying about how humans do not treat precious life the way they should.,0,4,msg_share_narrow,54
s146,108,This article is following the progress on scientific understanding of obesity.,1,2,msg_share_narrow,17
s146,108,This article is following the progress on scientific understanding of obesity.,1,2,msg_share_broad,23
s149,72,Bacteria supplement level consumption.,1,1,msg_share_broad,77
s149,72,Bacteria supplement level consumption.,1,1,msg_share_narrow,95
s149,73,Carbon Senator Chick Schumer get vouchers.,0,1,msg_share_narrow,83
s149,73,Carbon Senator Chick Schumer get vouchers.,0,1,msg_share_broad,98
s149,70,Happy to visit McDonald's with my Grandmom,1,2,msg_share_narrow,80
s149,70,Happy to visit McDonald's with my Grandmom,1,2,msg_share_broad,93
s149,78,If I wanna to lose my weight means I should do exercise regularly.,1,2,msg_share_narrow,75
s149,78,If I wanna to lose my weight means I should do exercise regularly.,1,2,msg_share_broad,98
s149,74,Obesity is the big problem of teenagers nowadays.,0,2,msg_share_narrow,77
s149,74,Obesity is the big problem of teenagers nowadays.,0,2,msg_share_broad,93
s149,75,Societies' activity also one of the reason of climate change.,0,2,msg_share_broad,87
s149,75,Societies' activity also one of the reason of climate change.,0,2,msg_share_narrow,95
s149,79,The new study about Great Pacific Garbage Patch's Is Ballooning and counting.,1,2,msg_share_broad,65
s149,79,The new study about Great Pacific Garbage Patch's Is Ballooning and counting.,1,2,msg_share_narrow,99
s149,71,The spring season comes to end after the climate change,1,2,msg_share_broad,93
s149,71,The spring season comes to end after the climate change,1,2,msg_share_narrow,96
s149,76,Year by year age passed but we never let us down.,1,2,msg_share_narrow,76
s149,76,Year by year age passed but we never let us down.,1,2,msg_share_broad,98
s149,77,Zoologist suggest that climate  change is often changed.,1,1,msg_share_narrow,74
s149,77,Zoologist suggest that climate  change is often changed.,1,1,msg_share_broad,91
s151,14,All exercise stimulates the brain. It's the best therapy in the world,1,4,msg_share_narrow,95
s151,14,All exercise stimulates the brain. It's the best therapy in the world,1,4,msg_share_broad,98
s151,17,"California is a beautiful state. It's very sad to read about the devastating fires taking place. It's a horrible experience for the people of California to lose all they worked so hard for. 
We must take efforts to stop the fires",0,3,msg_share_broad,100
s151,17,"California is a beautiful state. It's very sad to read about the devastating fires taking place. It's a horrible experience for the people of California to lose all they worked so hard for. 
We must take efforts to stop the fires",0,3,msg_share_narrow,100
s151,11,Climate updates are a necessary event in life,1,2,msg_share_narrow,40
s151,11,Climate updates are a necessary event in life,1,2,msg_share_broad,41
