SID,article_number,value,Tone,Arousal,sharing_type,sharing
s520,86,This article matters to me in the sense that we can eliminate unhealthy lifestyles by promoting healthy lifestyles through programs such as BOKS program.,1,4,msg_share_narrow,51
s520,86,This article matters to me in the sense that we can eliminate unhealthy lifestyles by promoting healthy lifestyles through programs such as BOKS program.,1,4,msg_share_broad,73
s526,34,"Because I have a relative with dementia, it is very important to me to prevent this.",1,2,msg_share_narrow,81
s526,34,"Because I have a relative with dementia, it is very important to me to prevent this.",1,2,msg_share_broad,90
s526,32,Because I have lost someone in my family to diabetes.,0,1,msg_share_narrow,70
s526,32,Because I have lost someone in my family to diabetes.,0,1,msg_share_broad,74
s526,39,Blooms are un safe for the wildlife in Florida,0,2,msg_share_narrow,23
s526,39,Blooms are un safe for the wildlife in Florida,0,2,msg_share_broad,28
s526,35,"Climate change should matter to everyone personally, it is very important.",1,4,msg_share_broad,58
s526,35,"Climate change should matter to everyone personally, it is very important.",1,4,msg_share_narrow,66
s526,30,Eating fish could make your children smarter.,1,2,msg_share_narrow,56
s526,30,Eating fish could make your children smarter.,1,2,msg_share_broad,58
s526,31,Help out your planet by consuming less materials.,1,2,msg_share_narrow,67
s526,31,Help out your planet by consuming less materials.,1,2,msg_share_broad,75
s526,37,It matters because it seems very relatable to today.,1,2,msg_share_narrow,64
s526,37,It matters because it seems very relatable to today.,1,2,msg_share_broad,74
s526,38,This is so true! I sleep with my dog too.,1,2,msg_share_narrow,61
s526,38,This is so true! I sleep with my dog too.,1,2,msg_share_broad,73
s526,33,Traveling less to save energy overall.,1,2,msg_share_narrow,62
s526,33,Traveling less to save energy overall.,1,2,msg_share_broad,71
s526,36,"Walking can be very healthy for your family, it is important to keep on your feet during the day.",1,2,msg_share_narrow,66
s526,36,"Walking can be very healthy for your family, it is important to keep on your feet during the day.",1,2,msg_share_broad,75
s529,77,Fake news written by climate change deniers could cause more species lost.,0,2,msg_share_narrow,51
s529,77,Fake news written by climate change deniers could cause more species lost.,0,2,msg_share_broad,61
s529,75,Five Takeaways from the recent elections can reveal current attitudes about climate change.,1,2,msg_share_narrow,75
s529,75,Five Takeaways from the recent elections can reveal current attitudes about climate change.,1,2,msg_share_broad,80
s529,72,It's unclear whether a gut bacteria that makes mice run faster would work on humans.,1,2,msg_share_broad,8
s529,72,It's unclear whether a gut bacteria that makes mice run faster would work on humans.,1,2,msg_share_narrow,9
s529,73,Senator Schumer's climate plan would give vouchers so consumers could buy electric vehicles.,1,2,msg_share_narrow,33
s529,73,Senator Schumer's climate plan would give vouchers so consumers could buy electric vehicles.,1,2,msg_share_broad,34
s529,74,Study suggests that a common gut bacterium may help obese people with metabolic disorders.,1,2,msg_share_narrow,22
s529,74,Study suggests that a common gut bacterium may help obese people with metabolic disorders.,1,2,msg_share_broad,34
s529,79,The 'Great Pacific Garbage Patch' is going to ruin the ocean and kill the fish that we eat.,0,4,msg_share_narrow,68
s529,79,The 'Great Pacific Garbage Patch' is going to ruin the ocean and kill the fish that we eat.,0,4,msg_share_broad,87
s529,78,This article says that we eat more when we exercise.,1,2,msg_share_broad,48
s529,78,This article says that we eat more when we exercise.,1,2,msg_share_narrow,61
s529,70,This is a story about a Korean person's experiences moving from being relatively rich to being poor in California.,0,2,msg_share_narrow,24
s529,70,This is a story about a Korean person's experiences moving from being relatively rich to being poor in California.,0,2,msg_share_broad,40
s529,71,"This is an interview with Sylvia Earle, oceanographer.",1,2,msg_share_broad,49
s529,71,"This is an interview with Sylvia Earle, oceanographer.",1,2,msg_share_narrow,49
s529,76,We really don't have to slow down too much as we get older.,1,2,msg_share_narrow,67
s529,76,We really don't have to slow down too much as we get older.,1,2,msg_share_broad,75
s531,50,All meat is bad for our health.,0,2,msg_share_narrow,11
s531,50,All meat is bad for our health.,0,2,msg_share_broad,6
s531,54,Because this applies to most of us living in the midwest.,0,2,msg_share_broad,23
s531,54,Because this applies to most of us living in the midwest.,0,2,msg_share_narrow,24
s531,53,Climate change is at it again!,0,2,msg_share_broad,7
s531,53,Climate change is at it again!,0,2,msg_share_narrow,80
s531,52,How processed meats increase breast cancer in women,0,4,msg_share_narrow,10
s531,52,How processed meats increase breast cancer in women,0,4,msg_share_broad,82
s531,51,The un-natural partnership of nuclear power an environmentalists.,0,2,msg_share_broad,10
s531,51,The un-natural partnership of nuclear power an environmentalists.,0,2,msg_share_narrow,10
s531,55,We all buy soda's with straws on most work days.,1,1,msg_share_broad,38
s531,55,We all buy soda's with straws on most work days.,1,1,msg_share_narrow,38
s531,57,We all prefer and use plastic bags.,1,1,msg_share_broad,10
s531,57,We all prefer and use plastic bags.,1,1,msg_share_narrow,9
s531,59,We can hope for certain area harder than others!,1,2,msg_share_broad,8
s531,59,We can hope for certain area harder than others!,1,2,msg_share_narrow,8
s531,58,We do HIIT everyday.,1,2,msg_share_narrow,10
s531,58,We do HIIT everyday.,1,2,msg_share_broad,7
s531,56,We knew there was a benefit to getting up early and doing what we do!,1,4,msg_share_broad,10
s531,56,We knew there was a benefit to getting up early and doing what we do!,1,4,msg_share_narrow,82
s533,64,an article about getting protein from plants instead of animals could lower cardiovascular issues,1,2,msg_share_broad,50
s533,64,an article about getting protein from plants instead of animals could lower cardiovascular issues,1,2,msg_share_narrow,68
s533,67,everyone uses plastics and need to be careful on how to dispose of it to make sure to lessen the effect to the environment.,1,2,msg_share_narrow,37
s533,67,everyone uses plastics and need to be careful on how to dispose of it to make sure to lessen the effect to the environment.,1,2,msg_share_broad,69
s533,60,giving babies healthy teeth by having a high dose of vitamin D could be relevant to any of my friends who want to have childten.,1,2,msg_share_broad,2
s533,60,giving babies healthy teeth by having a high dose of vitamin D could be relevant to any of my friends who want to have childten.,1,2,msg_share_narrow,2
s533,63,grass not natural to the environment could be making wildfires more frequent,0,2,msg_share_narrow,11
s533,63,grass not natural to the environment could be making wildfires more frequent,0,2,msg_share_broad,14
s533,69,Some who are recycling might be making things harder for recycling companies if they do not know how to recycle certain items correctly.,1,2,msg_share_broad,50
s533,69,Some who are recycling might be making things harder for recycling companies if they do not know how to recycle certain items correctly.,1,2,msg_share_narrow,50
s533,65,the journey of well know environmental activist Greta Thunberg,1,2,msg_share_narrow,37
s533,65,the journey of well know environmental activist Greta Thunberg,1,2,msg_share_broad,51
s533,61,The US wants to drill oil in the artic,0,2,msg_share_narrow,27
s533,61,The US wants to drill oil in the artic,0,2,msg_share_broad,48
s533,66,there may be no reason to go gluten free if you are not highly sensitive to gluten,1,2,msg_share_broad,3
s533,66,there may be no reason to go gluten free if you are not highly sensitive to gluten,1,2,msg_share_narrow,5
s533,68,this could help out people recover better who I know that work out regularly,1,2,msg_share_broad,22
s533,68,this could help out people recover better who I know that work out regularly,1,2,msg_share_narrow,82
s533,62,This could help people I know to come up with new challenges in their workout routine.,1,2,msg_share_broad,5
s533,62,This could help people I know to come up with new challenges in their workout routine.,1,2,msg_share_narrow,5
s537,37,Ancient Egyptian lifestyle could only make it for so long.  That way of life could not survive.,0,2,msg_share_broad,13
s537,37,Ancient Egyptian lifestyle could only make it for so long.  That way of life could not survive.,0,2,msg_share_narrow,14
s537,32,Beverages with sugar do not help prolong your life nor help it.  It may actually shorten your life.,0,2,msg_share_broad,100
s537,32,Beverages with sugar do not help prolong your life nor help it.  It may actually shorten your life.,0,2,msg_share_narrow,100
s537,30,Eating fish helps stimulate the brain.,1,2,msg_share_broad,22
s537,30,Eating fish helps stimulate the brain.,1,2,msg_share_narrow,81
s537,38,"I truly relate to this one.  When my dogs are sleeping in the same room with me, I am at more comfort and sleep better.  With how the act,  I am sure they feel the same way.",1,3,msg_share_broad,100
s537,38,"I truly relate to this one.  When my dogs are sleeping in the same room with me, I am at more comfort and sleep better.  With how the act,  I am sure they feel the same way.",1,3,msg_share_narrow,83
s537,35,It makes me feel like our studies and results are keeping us indecisive on what is going on with climate change.,0,2,msg_share_broad,51
s537,35,It makes me feel like our studies and results are keeping us indecisive on what is going on with climate change.,0,2,msg_share_narrow,51
s537,33,It means to me that technology helps us in many ways today.  It may not be picture perfect though.,1,2,msg_share_broad,74
s537,33,It means to me that technology helps us in many ways today.  It may not be picture perfect though.,1,2,msg_share_narrow,74
s537,31,The governments plan on discussions on how to address climate change.,1,2,msg_share_broad,49
s537,31,The governments plan on discussions on how to address climate change.,1,2,msg_share_narrow,49
s537,34,The women in my life have a change of avoiding dementia if the main better fitness during their midlife.,1,2,msg_share_broad,52
s537,34,The women in my life have a change of avoiding dementia if the main better fitness during their midlife.,1,2,msg_share_narrow,53
s537,36,This article is hinting towards personalities or how you do things are affected by what you are around.,1,2,msg_share_broad,51
s537,36,This article is hinting towards personalities or how you do things are affected by what you are around.,1,2,msg_share_narrow,51
s537,39,Tides are becoming more and more of an issue for Florida wildlife.,0,2,msg_share_broad,50
s537,39,Tides are becoming more and more of an issue for Florida wildlife.,0,2,msg_share_narrow,50
s540,16,Exercising gives you as much benefit health wise as not smoking cigarettes.,1,4,msg_share_broad,48
s540,16,Exercising gives you as much benefit health wise as not smoking cigarettes.,1,4,msg_share_narrow,78
s540,19,This article has to do with a bill that is saving acres of wilderness for the environment.,1,3,msg_share_narrow,23
s540,19,This article has to do with a bill that is saving acres of wilderness for the environment.,1,3,msg_share_broad,80
s540,12,"This article has to do with how exercise helps not only children, but our nations economy.",1,2,msg_share_broad,54
s540,12,"This article has to do with how exercise helps not only children, but our nations economy.",1,2,msg_share_narrow,58
s540,11,"This article has to do with ways to help the environment, and details on climate change from scientists.",1,2,msg_share_narrow,44
s540,11,"This article has to do with ways to help the environment, and details on climate change from scientists.",1,2,msg_share_broad,76
s540,15,This article is about how climate change is causing more dangerous rains.,0,4,msg_share_narrow,32
s540,15,This article is about how climate change is causing more dangerous rains.,0,4,msg_share_broad,91
s540,14,This is important to people i know because they are in need of things to do to relieve their stress.,1,2,msg_share_narrow,87
s540,14,This is important to people i know because they are in need of things to do to relieve their stress.,1,2,msg_share_broad,9
s540,13,This matters to people i know because climate change is going to be something that effects us and our kids.,1,4,msg_share_broad,29
s540,13,This matters to people i know because climate change is going to be something that effects us and our kids.,1,4,msg_share_narrow,38
s540,17,This matters to people i know because i have some friends who live in areas where forest fires are common.,1,2,msg_share_broad,32
s540,17,This matters to people i know because i have some friends who live in areas where forest fires are common.,1,2,msg_share_narrow,72
s540,10,This matters to people i know because i know many people who use supplements like this.,1,2,msg_share_broad,26
s540,10,This matters to people i know because i know many people who use supplements like this.,1,2,msg_share_narrow,44
s540,18,"This matters to people i know because it shows that exercise can help keep your immune system in tip top shape, which is important given the corona virus situation.",1,4,msg_share_broad,21
s540,18,"This matters to people i know because it shows that exercise can help keep your immune system in tip top shape, which is important given the corona virus situation.",1,4,msg_share_narrow,46
s543,31,A article about recycling and the effect on climate change,1,2,msg_share_narrow,11
s543,31,A article about recycling and the effect on climate change,1,2,msg_share_broad,17
s543,34,Anything I can do to help myself stay healthy is worth reading,1,2,msg_share_broad,50
s543,34,Anything I can do to help myself stay healthy is worth reading,1,2,msg_share_narrow,50
s543,38,I have a dog and am a current pet owner. Would be nice to know this research data.,1,2,msg_share_broad,7
s543,38,I have a dog and am a current pet owner. Would be nice to know this research data.,1,2,msg_share_narrow,8
s543,37,It's nice to know the people of earths history and how we came to be,1,2,msg_share_narrow,15
s543,37,It's nice to know the people of earths history and how we came to be,1,2,msg_share_broad,9
s543,36,Research data about walking,1,2,msg_share_narrow,5
s543,36,Research data about walking,1,2,msg_share_broad,8
s543,33,"Saving energy effects climate change, which is something I'm all for.",1,2,msg_share_narrow,10
s543,33,"Saving energy effects climate change, which is something I'm all for.",1,2,msg_share_broad,9
s543,30,The benefits for kids and pregnant women to eat more fish.,1,2,msg_share_narrow,6
s543,30,The benefits for kids and pregnant women to eat more fish.,1,2,msg_share_broad,7
s543,32,The effect on surgar and our health.,0,2,msg_share_broad,11
s543,32,The effect on surgar and our health.,0,2,msg_share_narrow,7
s543,35,US and its decision about climate change,0,2,msg_share_broad,4
s543,35,US and its decision about climate change,0,2,msg_share_narrow,4
s543,39,We must protect our planet and the wildlife that live in it.,1,2,msg_share_narrow,11
s543,39,We must protect our planet and the wildlife that live in it.,1,2,msg_share_broad,7
s545,96,"As someone who has had an eating disorder, I know my husband had to figure out how to help me.",0,2,msg_share_broad,100
s545,96,"As someone who has had an eating disorder, I know my husband had to figure out how to help me.",0,2,msg_share_narrow,50
s545,95,Climate Change is getting the political attention that it deserves.,1,4,msg_share_narrow,60
s545,95,Climate Change is getting the political attention that it deserves.,1,4,msg_share_broad,94
s545,99,Climate change is real and could cause some disasters all at the same time.,0,4,msg_share_narrow,0
s545,99,Climate change is real and could cause some disasters all at the same time.,0,4,msg_share_broad,100
s545,91,"Farmers, like my family, are having problems with their crops due to increased temperatures.",0,2,msg_share_broad,100
s545,91,"Farmers, like my family, are having problems with their crops due to increased temperatures.",0,2,msg_share_narrow,35
s545,90,Hard of hearing? It could cause you more accidents.,0,2,msg_share_broad,100
s545,90,Hard of hearing? It could cause you more accidents.,0,2,msg_share_narrow,100
s545,94,"If it isn't offered, less people will drink it and there will be a healthier society.",1,2,msg_share_broad,64
s545,94,"If it isn't offered, less people will drink it and there will be a healthier society.",1,2,msg_share_narrow,72
s545,92,"Parents have an impact on what their children do, if they are willing to make the effort.",1,2,msg_share_narrow,0
s545,92,"Parents have an impact on what their children do, if they are willing to make the effort.",1,2,msg_share_broad,78
s545,93,"Solar power is gaining traction, but still has a long way to go over fossil fuels.",1,2,msg_share_broad,100
s545,93,"Solar power is gaining traction, but still has a long way to go over fossil fuels.",1,2,msg_share_narrow,14
s545,98,"Some in my dysautonomia community can only do these type of exercises, are we at risk?",0,2,msg_share_broad,100
s545,98,"Some in my dysautonomia community can only do these type of exercises, are we at risk?",0,2,msg_share_narrow,65
s545,97,"Some think that climate change isn't real, please read these real stories from the front lines.",0,2,msg_share_broad,100
s545,97,"Some think that climate change isn't real, please read these real stories from the front lines.",0,2,msg_share_narrow,68
s547,37,It matters because some people are interested in history and would find it interesting to know how the pharaohs lived.,1,2,msg_share_narrow,27
s547,37,It matters because some people are interested in history and would find it interesting to know how the pharaohs lived.,1,2,msg_share_broad,47
s547,34,It matters to people I know because it would give them a reason to stay active.,1,2,msg_share_narrow,25
s547,34,It matters to people I know because it would give them a reason to stay active.,1,2,msg_share_broad,48
s547,30,It might be interesting to some people I know and they might learn from it.,1,2,msg_share_narrow,0
s547,30,It might be interesting to some people I know and they might learn from it.,1,2,msg_share_broad,25
s547,33,This article is about a study that suggests people traveling less is saving on energy usage.,1,2,msg_share_broad,13
s547,33,This article is about a study that suggests people traveling less is saving on energy usage.,1,2,msg_share_narrow,5
s547,39,This article is about algae blooms killing wildlife.,0,2,msg_share_narrow,16
s547,39,This article is about algae blooms killing wildlife.,0,2,msg_share_broad,42
s547,35,This article is about how a declaration on climate change was blocked in pressure from the US.,0,2,msg_share_broad,0
s547,35,This article is about how a declaration on climate change was blocked in pressure from the US.,0,2,msg_share_narrow,0
s547,32,This article is about how sugary drinks can lead to a shorter life span.,0,2,msg_share_narrow,4
s547,32,This article is about how sugary drinks can lead to a shorter life span.,0,2,msg_share_broad,8
s547,36,This article is about the different ways people walk and how fast or slow they generally do so.,1,2,msg_share_narrow,0
s547,36,This article is about the different ways people walk and how fast or slow they generally do so.,1,2,msg_share_broad,3
s547,31,This article matters to people who want to help make a difference when it comes to slowing climate change.,1,4,msg_share_narrow,12
s547,31,This article matters to people who want to help make a difference when it comes to slowing climate change.,1,4,msg_share_broad,25
s547,38,"This would matter because a lot of people I know have dogs, and they might be interested in it.",1,2,msg_share_narrow,65
s547,38,"This would matter because a lot of people I know have dogs, and they might be interested in it.",1,2,msg_share_broad,67
s551,86,excelent option this is the best form to prevent illness,1,2,msg_share_narrow,52
s551,86,excelent option this is the best form to prevent illness,1,2,msg_share_broad,66
s551,83,i think its the best form to care our environment,1,2,msg_share_broad,63
s551,83,i think its the best form to care our environment,1,2,msg_share_narrow,65
s551,81,i think the politicians needs to be more participative in the climate change,0,2,msg_share_broad,55
s551,81,i think the politicians needs to be more participative in the climate change,0,2,msg_share_narrow,62
s551,80,i think this medicine need to be more studied,0,2,msg_share_narrow,62
s551,80,i think this medicine need to be more studied,0,2,msg_share_broad,79
s551,87,i think we will need to be very caution wit our 5 years next,0,1,msg_share_narrow,66
s551,87,i think we will need to be very caution wit our 5 years next,0,1,msg_share_broad,69
s551,88,really i dont know much about the theme,0,1,msg_share_narrow,54
s551,88,really i dont know much about the theme,0,1,msg_share_broad,58
s551,89,this is not the form to act in our life,0,1,msg_share_broad,43
s551,89,this is not the form to act in our life,0,1,msg_share_narrow,55
s551,82,we need to prevent illness with a good shape and healthy eat,1,2,msg_share_narrow,63
s551,82,we need to prevent illness with a good shape and healthy eat,1,2,msg_share_broad,70
s551,85,we need to take care of our environment,1,2,msg_share_narrow,59
s551,85,we need to take care of our environment,1,2,msg_share_broad,72
s551,84,yes i think we can make improvement in our body and mind every time in the day,1,2,msg_share_broad,57
s551,84,yes i think we can make improvement in our body and mind every time in the day,1,2,msg_share_narrow,65
s553,7,Fires scattered across the world are endangering the world’s climate.,0,2,msg_share_broad,26
s553,7,Fires scattered across the world are endangering the world’s climate.,0,2,msg_share_narrow,28
s553,6,It’s not all about activity!  There’s other things at play that could help us!,1,2,msg_share_broad,13
s553,6,It’s not all about activity!  There’s other things at play that could help us!,1,2,msg_share_narrow,6
s553,8,Science is rethinking a healthy weight and diet.,1,2,msg_share_broad,11
s553,8,Science is rethinking a healthy weight and diet.,1,2,msg_share_narrow,36
s553,0,Science is rethinking how a workout  prior to breakfast will affect weight.,1,2,msg_share_broad,6
s553,0,Science is rethinking how a workout  prior to breakfast will affect weight.,1,2,msg_share_narrow,7
s553,5,Science needs to save native climates!,1,2,msg_share_broad,12
s553,5,Science needs to save native climates!,1,2,msg_share_narrow,12
s553,4,Sugar is bad all around!,0,2,msg_share_broad,0
s553,4,Sugar is bad all around!,0,2,msg_share_narrow,4
s553,9,The US economy depends on climate change action!,1,2,msg_share_narrow,18
s553,9,The US economy depends on climate change action!,1,2,msg_share_broad,38
s553,1,"The US needs to act on climate, but what way is the best is the question.",1,2,msg_share_narrow,22
s553,1,"The US needs to act on climate, but what way is the best is the question.",1,2,msg_share_broad,39
s553,3,"With the oil majors unable to block the investigation, we may finally get answers!",1,4,msg_share_broad,26
s553,3,"With the oil majors unable to block the investigation, we may finally get answers!",1,4,msg_share_narrow,41
s553,2,Your children need to learn better eating habits.  Here’s how.,1,2,msg_share_broad,32
s553,2,Your children need to learn better eating habits.  Here’s how.,1,2,msg_share_narrow,51
s555,34,fitness is very important for healthy body,1,2,msg_share_narrow,47
s555,34,fitness is very important for healthy body,1,2,msg_share_broad,80
s555,33,i prefer to save energy,1,1,msg_share_narrow,67
s555,33,i prefer to save energy,1,1,msg_share_broad,81
s555,36,i used to go walk everyday,1,2,msg_share_narrow,32
s555,36,i used to go walk everyday,1,2,msg_share_broad,78
s555,32,intake of sugary may cause shorter life span,0,2,msg_share_narrow,45
s555,32,intake of sugary may cause shorter life span,0,2,msg_share_broad,67
s555,35,it is about climatic change,0,2,msg_share_broad,73
s555,35,it is about climatic change,0,2,msg_share_narrow,77
s555,30,it is about eating fish for pregnant women,1,2,msg_share_narrow,31
s555,30,it is about eating fish for pregnant women,1,2,msg_share_broad,92
s555,39,it is about killing florida wildlife,0,2,msg_share_narrow,50
s555,39,it is about killing florida wildlife,0,2,msg_share_broad,74
s555,31,it is about to save earth,1,2,msg_share_narrow,35
s555,31,it is about to save earth,1,2,msg_share_broad,75
s555,38,it is interesting because i love dogs,1,2,msg_share_narrow,56
s555,38,it is interesting because i love dogs,1,2,msg_share_broad,95
s555,37,we should know about  ancient egyptian leaders,1,1,msg_share_narrow,62
s555,37,we should know about  ancient egyptian leaders,1,1,msg_share_broad,89
s559,95,because it is very crucials,0,1,msg_share_broad,51
s559,95,because it is very crucials,0,1,msg_share_narrow,66
s559,97,because it is very important,0,1,msg_share_narrow,54
s559,97,because it is very important,0,1,msg_share_narrow,54
s559,97,because it is very important,0,1,msg_share_narrow,54
s559,97,because it is very important,0,1,msg_share_narrow,54
s559,97,because it is very important,0,1,msg_share_broad,75
s559,97,because it is very important,0,1,msg_share_broad,75
s559,97,because it is very important,0,1,msg_share_broad,75
s559,97,because it is very important,0,1,msg_share_broad,75
s559,98,because it is very important,0,1,msg_share_broad,47
s559,98,because it is very important,0,1,msg_share_broad,47
s559,98,because it is very important,0,1,msg_share_broad,47
s559,98,because it is very important,0,1,msg_share_broad,47
s559,98,because it is very important,0,1,msg_share_narrow,75
s559,98,because it is very important,0,1,msg_share_narrow,75
s559,98,because it is very important,0,1,msg_share_narrow,75
s559,98,because it is very important,0,1,msg_share_narrow,75
s559,94,because it is very need to know,0,1,msg_share_broad,47
s559,94,because it is very need to know,0,1,msg_share_narrow,64
s559,91,because it is very uselful to people,1,1,msg_share_broad,53
s559,91,because it is very uselful to people,1,1,msg_share_narrow,73
s559,92,becuase it is very healthy,1,1,msg_share_broad,55
s559,92,becuase it is very healthy,1,1,msg_share_narrow,70
s559,99,ii is about that climates,0,1,msg_share_narrow,56
s559,99,ii is about that climates,0,1,msg_share_broad,80
s559,90,it is about hearing problems,1,1,msg_share_narrow,45
s559,90,it is about hearing problems,1,1,msg_share_broad,89
s559,93,it is about solar power,1,2,msg_share_narrow,35
s559,93,it is about solar power,1,2,msg_share_broad,57
s559,96,it is about some disorder,0,2,msg_share_broad,47
s559,96,it is about some disorder,0,2,msg_share_narrow,64
s563,52,"Despite the research showing red meat and white meat being equal where bad cholesterol is concerned, there are still reasons to reduce red meat consumption for women.  Our family likes to eat red meat and it might be a contributing factor in breast cancer.",0,2,msg_share_broad,20
s563,52,"Despite the research showing red meat and white meat being equal where bad cholesterol is concerned, there are still reasons to reduce red meat consumption for women.  Our family likes to eat red meat and it might be a contributing factor in breast cancer.",0,2,msg_share_narrow,21
s563,50,Everyone is always telling me how much worse red meat is for me and now science is proving them wrong.,1,2,msg_share_narrow,34
s563,50,Everyone is always telling me how much worse red meat is for me and now science is proving them wrong.,1,2,msg_share_broad,63
s563,55,"Here's some good alternatives to using plastics in some daily ways.  Someone has put together a kit to get rid of plastic straws, tableware and containers.",1,2,msg_share_broad,75
s563,55,"Here's some good alternatives to using plastics in some daily ways.  Someone has put together a kit to get rid of plastic straws, tableware and containers.",1,2,msg_share_narrow,9
s563,53,If people are not buying flood insurance that means it will cost all of us more in taxes to help pay when disaster strikes flood regions.,0,2,msg_share_narrow,17
s563,53,If people are not buying flood insurance that means it will cost all of us more in taxes to help pay when disaster strikes flood regions.,0,2,msg_share_broad,65
s563,59,"Many of our friends and family live in the coastal areas.  There's a lot of concern about the future impact of sea level rising, and a certain amount of apprehension, but there's a new tech firm that is trying to make it more concrete.",1,4,msg_share_narrow,27
s563,59,"Many of our friends and family live in the coastal areas.  There's a lot of concern about the future impact of sea level rising, and a certain amount of apprehension, but there's a new tech firm that is trying to make it more concrete.",1,4,msg_share_broad,63
s563,58,Somebody has created a tool to make high intensity workouts less stressful to the body.,1,4,msg_share_broad,33
s563,58,Somebody has created a tool to make high intensity workouts less stressful to the body.,1,4,msg_share_narrow,34
s563,56,"There is new science that suggest adding intensity to your workout, pushing yourself to do more, creates benefit in the cells that translate to longer life.",1,4,msg_share_narrow,16
s563,56,"There is new science that suggest adding intensity to your workout, pushing yourself to do more, creates benefit in the cells that translate to longer life.",1,4,msg_share_broad,83
s563,57,"There's always a debate about which is worse, filling the landfills with plastic, or cutting down trees to make paper bags.  This might help answer those issues for you.",1,2,msg_share_narrow,27
s563,57,"There's always a debate about which is worse, filling the landfills with plastic, or cutting down trees to make paper bags.  This might help answer those issues for you.",1,2,msg_share_broad,69
s563,54,They've found a link between obesity and cancer and it's no surprise that it affects people in the South and Midwest more than other places.,0,3,msg_share_narrow,11
s563,54,They've found a link between obesity and cancer and it's no surprise that it affects people in the South and Midwest more than other places.,0,3,msg_share_broad,59
s563,51,"This is an environmental compilation article that has information on Environmentalists and Nuclear power, international shipping's future and how to reduce your carbon footprint.",1,2,msg_share_narrow,15
s563,51,"This is an environmental compilation article that has information on Environmentalists and Nuclear power, international shipping's future and how to reduce your carbon footprint.",1,2,msg_share_broad,74
s568,83,Climate change creates an greater impact for all people who were environmental friendly. I always prefer to protect our environment for our future generations.,1,4,msg_share_broad,100
s568,83,Climate change creates an greater impact for all people who were environmental friendly. I always prefer to protect our environment for our future generations.,1,4,msg_share_narrow,83
s568,87,"Climate changes affects each and every aspects of people , also to companies which were engaged in production and manufacturing and relevant to environment. It affects the economic situation of companies which in turn affects their employees also.",0,4,msg_share_broad,100
s568,87,"Climate changes affects each and every aspects of people , also to companies which were engaged in production and manufacturing and relevant to environment. It affects the economic situation of companies which in turn affects their employees also.",0,4,msg_share_narrow,100
s568,85,"Global warming is an important matter to be taken in our society, also it should be seriously think by all levels of people.",1,2,msg_share_broad,87
s568,85,"Global warming is an important matter to be taken in our society, also it should be seriously think by all levels of people.",1,2,msg_share_narrow,96
s568,86,It helps in taking care of our children and their happiness and growth.,1,2,msg_share_narrow,91
s568,86,It helps in taking care of our children and their happiness and growth.,1,2,msg_share_broad,97
s568,89,Its about protection of Endangered Species and laws should be made stricter and stricter.,1,2,msg_share_narrow,81
s568,89,Its about protection of Endangered Species and laws should be made stricter and stricter.,1,2,msg_share_broad,98
s568,80,Its about the concern and remedy for skin infections and its risk.,1,2,msg_share_broad,84
s568,80,Its about the concern and remedy for skin infections and its risk.,1,2,msg_share_narrow,99
s568,81,Its about the conference regarding climate and technological range.,1,2,msg_share_narrow,28
s568,81,Its about the conference regarding climate and technological range.,1,2,msg_share_broad,43
s568,82,Its about the risk of heart disease and health related issue.,0,2,msg_share_narrow,87
s568,82,Its about the risk of heart disease and health related issue.,0,2,msg_share_broad,97
s568,88,Its an introduction and impact of some snake oil which researchers were thinking about.,1,2,msg_share_narrow,60
s568,88,Its an introduction and impact of some snake oil which researchers were thinking about.,1,2,msg_share_broad,86
s568,84,"Lifestyle makes a tremendous changes in all life of people, we have to take care of our health and should stay healthy.",1,2,msg_share_broad,79
s568,84,"Lifestyle makes a tremendous changes in all life of people, we have to take care of our health and should stay healthy.",1,2,msg_share_narrow,92
s571,22,Cancer runs in my family and anything that helps reduce the risk is a positive in my book. Most of us don't have the best diet to begin with and so adding more plants that have flavonoids is likely going to be better for everyone.,1,4,msg_share_broad,70
s571,22,Cancer runs in my family and anything that helps reduce the risk is a positive in my book. Most of us don't have the best diet to begin with and so adding more plants that have flavonoids is likely going to be better for everyone.,1,4,msg_share_narrow,75
s571,24,Creating your own company to try and cure your own disease is quite an impressive way to go about such a situation. I hope he has success and his efforts may go on to help others dealing with this awful form of cancer.,1,4,msg_share_narrow,27
s571,24,Creating your own company to try and cure your own disease is quite an impressive way to go about such a situation. I hope he has success and his efforts may go on to help others dealing with this awful form of cancer.,1,4,msg_share_broad,4
s571,20,Everyone in my family absolutely loves getting produce at the farmer's market. We're all big fans as the quality is amazing and the prices are fairly reasonable compared to big grocery retailers.,1,2,msg_share_broad,60
s571,20,Everyone in my family absolutely loves getting produce at the farmer's market. We're all big fans as the quality is amazing and the prices are fairly reasonable compared to big grocery retailers.,1,2,msg_share_narrow,61
s571,26,"Getting gout is an awful thing for anyone and having to change your diet to stop eating all of the healthy stuff you like is a real bummer, especially as a vegan when you're much more limited in what you can eat.",0,2,msg_share_broad,37
s571,26,"Getting gout is an awful thing for anyone and having to change your diet to stop eating all of the healthy stuff you like is a real bummer, especially as a vegan when you're much more limited in what you can eat.",0,2,msg_share_narrow,46
s571,29,I've got a few family members that work in the oil industry and they've told me that these emission rules are fairly overbearing and that they'd love to see the government ease up on them.,0,2,msg_share_broad,2
