"study","group","pID","msg_condition","msg_number","msg_content","msg_valence","msg_medium","scale_name","item","value"
"bbprime_causal","timed","bbprime_causal_s001","control",58,"health",NA,"news","msg_read","1",96
"bbprime_causal","comment","bbprime_causal_s002","social",71,"climate",NA,"news","msg_read","1",61
"bbprime_causal","untimed","bbprime_causal_s003","self",37,"climate",NA,"news","msg_read","1",79
"bbprime_causal","timed","bbprime_causal_s004","control",6,"climate",NA,"news","msg_read","1",56
"bbprime_causal","untimed","bbprime_causal_s005","control",93,"health",NA,"news","msg_read","1",76
"bbprime_causal","untimed","bbprime_causal_s006","self",30,"climate",NA,"news","msg_read","1",99
"bbprime_causal","timed","bbprime_causal_s007","self",82,"climate",NA,"news","msg_read","1",60
"bbprime_causal","comment","bbprime_causal_s008","control",10,"climate",NA,"news","msg_read","1",62
"bbprime_causal","comment","bbprime_causal_s009","self",46,"climate",NA,"news","msg_read","1",60
"bbprime_causal","untimed","bbprime_causal_s010","control",62,"health",NA,"news","msg_read","1",100
"bbprime_causal","comment","bbprime_causal_s011","self",75,"health",NA,"news","msg_read","1",90
"bbprime_causal","untimed","bbprime_causal_s012","control",25,"climate",NA,"news","msg_read","1",14
"bbprime_causal","untimed","bbprime_causal_s013","self",52,"climate",NA,"news","msg_read","1",45
"bbprime_causal","untimed","bbprime_causal_s014","control",76,"climate",NA,"news","msg_read","1",67
"bbprime_causal","comment","bbprime_causal_s015","control",3,"health",NA,"news","msg_read","1",20
"bbprime_causal","timed","bbprime_causal_s016","control",68,"health",NA,"news","msg_read","1",61
"bbprime_causal","timed","bbprime_causal_s017","self",17,"health",NA,"news","msg_read","1",12
"bbprime_causal","timed","bbprime_causal_s018","social",93,"health",NA,"news","msg_read","1",81
"bbprime_causal","untimed","bbprime_causal_s019","social",78,"health",NA,"news","msg_read","1",10
"bbprime_causal","comment","bbprime_causal_s020","control",90,"climate",NA,"news","msg_read","1",72
"bbprime_causal","timed","bbprime_causal_s021","social",51,"health",NA,"news","msg_read","1",3
"bbprime_causal","untimed","bbprime_causal_s022","control",37,"climate",NA,"news","msg_read","1",90
"bbprime_causal","untimed","bbprime_causal_s023","social",49,"health",NA,"news","msg_read","1",72
"bbprime_causal","comment","bbprime_causal_s024","social",1,"climate",NA,"news","msg_read","1",49
"bbprime_causal","untimed","bbprime_causal_s025","control",66,"climate",NA,"news","msg_read","1",77
"bbprime_causal","untimed","bbprime_causal_s026","self",44,"health",NA,"news","msg_read","1",23
"bbprime_causal","comment","bbprime_causal_s027","control",10,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s028","self",63,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s029","social",32,"climate",NA,"news","msg_read","1",84
"bbprime_causal","timed","bbprime_causal_s030","control",92,"climate",NA,"news","msg_read","1",79
"bbprime_causal","timed","bbprime_causal_s031","control",72,"climate",NA,"news","msg_read","1",10
"bbprime_causal","comment","bbprime_causal_s032","social",87,"climate",NA,"news","msg_read","1",21
"bbprime_causal","untimed","bbprime_causal_s033","social",48,"climate",NA,"news","msg_read","1",70
"bbprime_causal","timed","bbprime_causal_s034","social",89,"climate",NA,"news","msg_read","1",97
"bbprime_causal","timed","bbprime_causal_s035","self",77,"climate",NA,"news","msg_read","1",58
"bbprime_causal","untimed","bbprime_causal_s036","social",45,"climate",NA,"news","msg_read","1",80
"bbprime_causal","comment","bbprime_causal_s037","self",21,"climate",NA,"news","msg_read","1",92
"bbprime_causal","timed","bbprime_causal_s038","self",83,"health",NA,"news","msg_read","1",91
"bbprime_causal","untimed","bbprime_causal_s039","self",21,"climate",NA,"news","msg_read","1",100
"bbprime_causal","timed","bbprime_causal_s040","control",26,"climate",NA,"news","msg_read","1",82
"bbprime_causal","comment","bbprime_causal_s041","control",28,"health",NA,"news","msg_read","1",90
"bbprime_causal","comment","bbprime_causal_s042","self",58,"health",NA,"news","msg_read","1",73
"bbprime_causal","comment","bbprime_causal_s043","social",21,"climate",NA,"news","msg_read","1",82
"bbprime_causal","timed","bbprime_causal_s044","social",47,"climate",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s045","self",9,"climate",NA,"news","msg_read","1",14
"bbprime_causal","timed","bbprime_causal_s046","social",43,"health",NA,"news","msg_read","1",95
"bbprime_causal","untimed","bbprime_causal_s047","control",62,"health",NA,"news","msg_read","1",79
"bbprime_causal","untimed","bbprime_causal_s048","self",54,"health",NA,"news","msg_read","1",68
"bbprime_causal","timed","bbprime_causal_s049","self",84,"health",NA,"news","msg_read","1",76
"bbprime_causal","untimed","bbprime_causal_s050","control",81,"climate",NA,"news","msg_read","1",51
"bbprime_causal","untimed","bbprime_causal_s051","social",91,"health",NA,"news","msg_read","1",33
"bbprime_causal","timed","bbprime_causal_s052","control",34,"health",NA,"news","msg_read","1",43
"bbprime_causal","comment","bbprime_causal_s053","control",49,"health",NA,"news","msg_read","1",60
"bbprime_causal","untimed","bbprime_causal_s054","social",0,"health",NA,"news","msg_read","1",75
"bbprime_causal","timed","bbprime_causal_s055","self",75,"health",NA,"news","msg_read","1",39
"bbprime_causal","untimed","bbprime_causal_s056","control",69,"health",NA,"news","msg_read","1",5
"bbprime_causal","comment","bbprime_causal_s057","social",0,"health",NA,"news","msg_read","1",100
"bbprime_causal","timed","bbprime_causal_s058","social",48,"climate",NA,"news","msg_read","1",22
"bbprime_causal","timed","bbprime_causal_s059","self",94,"health",NA,"news","msg_read","1",100
"bbprime_causal","timed","bbprime_causal_s060","social",85,"climate",NA,"news","msg_read","1",72
"bbprime_causal","untimed","bbprime_causal_s061","self",27,"climate",NA,"news","msg_read","1",64
"bbprime_causal","untimed","bbprime_causal_s062","control",13,"climate",NA,"news","msg_read","1",100
"bbprime_causal","comment","bbprime_causal_s063","social",23,"health",NA,"news","msg_read","1",100
"bbprime_causal","comment","bbprime_causal_s064","control",28,"health",NA,"news","msg_read","1",63
"bbprime_causal","timed","bbprime_causal_s065","social",71,"climate",NA,"news","msg_read","1",0
"bbprime_causal","comment","bbprime_causal_s066","control",1,"climate",NA,"news","msg_read","1",95
"bbprime_causal","comment","bbprime_causal_s067","social",28,"health",NA,"news","msg_read","1",57
"bbprime_causal","untimed","bbprime_causal_s068","self",51,"health",NA,"news","msg_read","1",60
"bbprime_causal","timed","bbprime_causal_s069","control",40,"climate",NA,"news","msg_read","1",44
"bbprime_causal","timed","bbprime_causal_s070","control",5,"health",NA,"news","msg_read","1",91
"bbprime_causal","untimed","bbprime_causal_s071","social",92,"climate",NA,"news","msg_read","1",1
"bbprime_causal","comment","bbprime_causal_s072","control",72,"climate",NA,"news","msg_read","1",40
"bbprime_causal","timed","bbprime_causal_s073","social",85,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s074","control",3,"health",NA,"news","msg_read","1",59
"bbprime_causal","untimed","bbprime_causal_s075","self",13,"climate",NA,"news","msg_read","1",4
"bbprime_causal","comment","bbprime_causal_s076","social",45,"climate",NA,"news","msg_read","1",85
"bbprime_causal","timed","bbprime_causal_s077","social",29,"health",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s078","social",61,"climate",NA,"news","msg_read","1",53
"bbprime_causal","untimed","bbprime_causal_s079","control",76,"climate",NA,"news","msg_read","1",66
"bbprime_causal","untimed","bbprime_causal_s080","control",50,"climate",NA,"news","msg_read","1",90
"bbprime_causal","untimed","bbprime_causal_s081","control",48,"climate",NA,"news","msg_read","1",88
"bbprime_causal","untimed","bbprime_causal_s082","social",42,"climate",NA,"news","msg_read","1",81
"bbprime_causal","timed","bbprime_causal_s083","self",40,"climate",NA,"news","msg_read","1",100
"bbprime_causal","comment","bbprime_causal_s084","self",33,"health",NA,"news","msg_read","1",57
"bbprime_causal","untimed","bbprime_causal_s085","self",57,"health",NA,"news","msg_read","1",81
"bbprime_causal","untimed","bbprime_causal_s086","control",30,"climate",NA,"news","msg_read","1",99
"bbprime_causal","timed","bbprime_causal_s087","social",6,"climate",NA,"news","msg_read","1",67
"bbprime_causal","comment","bbprime_causal_s088","control",16,"health",NA,"news","msg_read","1",100
"bbprime_causal","timed","bbprime_causal_s089","control",79,"health",NA,"news","msg_read","1",0
"bbprime_causal","comment","bbprime_causal_s090","social",21,"climate",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s091","control",78,"health",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s092","control",83,"health",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s093","self",16,"health",NA,"news","msg_read","1",51
"bbprime_causal","comment","bbprime_causal_s094","self",94,"health",NA,"news","msg_read","1",49
"bbprime_causal","comment","bbprime_causal_s095","social",4,"climate",NA,"news","msg_read","1",80
"bbprime_causal","untimed","bbprime_causal_s096","social",30,"climate",NA,"news","msg_read","1",85
"bbprime_causal","comment","bbprime_causal_s097","control",80,"health",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s098","self",40,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s099","self",40,"climate",NA,"news","msg_read","1",80
"bbprime_causal","untimed","bbprime_causal_s100","self",12,"climate",NA,"news","msg_read","1",41
"bbprime_causal","comment","bbprime_causal_s101","self",20,"health",NA,"news","msg_read","1",79
"bbprime_causal","timed","bbprime_causal_s102","control",83,"health",NA,"news","msg_read","1",10
"bbprime_causal","comment","bbprime_causal_s103","self",95,"climate",NA,"news","msg_read","1",50
"bbprime_causal","untimed","bbprime_causal_s104","self",72,"climate",NA,"news","msg_read","1",1
"bbprime_causal","untimed","bbprime_causal_s105","social",54,"health",NA,"news","msg_read","1",71
"bbprime_causal","untimed","bbprime_causal_s106","self",49,"health",NA,"news","msg_read","1",83
"bbprime_causal","untimed","bbprime_causal_s107","self",10,"climate",NA,"news","msg_read","1",25
"bbprime_causal","untimed","bbprime_causal_s108","social",46,"climate",NA,"news","msg_read","1",67
"bbprime_causal","timed","bbprime_causal_s109","self",94,"health",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s110","social",15,"health",NA,"news","msg_read","1",56
"bbprime_causal","timed","bbprime_causal_s111","social",28,"health",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s112","control",58,"health",NA,"news","msg_read","1",88
"bbprime_causal","comment","bbprime_causal_s113","self",77,"climate",NA,"news","msg_read","1",13
"bbprime_causal","comment","bbprime_causal_s114","social",69,"health",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s115","social",0,"health",NA,"news","msg_read","1",71
"bbprime_causal","untimed","bbprime_causal_s116","self",7,"health",NA,"news","msg_read","1",12
"bbprime_causal","comment","bbprime_causal_s117","control",90,"climate",NA,"news","msg_read","1",77
"bbprime_causal","timed","bbprime_causal_s118","self",76,"climate",NA,"news","msg_read","1",90
"bbprime_causal","untimed","bbprime_causal_s119","control",54,"health",NA,"news","msg_read","1",43
"bbprime_causal","comment","bbprime_causal_s120","self",22,"climate",NA,"news","msg_read","1",51
"bbprime_causal","comment","bbprime_causal_s121","control",48,"climate",NA,"news","msg_read","1",75
"bbprime_causal","timed","bbprime_causal_s122","self",95,"climate",NA,"news","msg_read","1",58
"bbprime_causal","untimed","bbprime_causal_s123","control",19,"climate",NA,"news","msg_read","1",88
"bbprime_causal","comment","bbprime_causal_s124","social",32,"climate",NA,"news","msg_read","1",78
"bbprime_causal","untimed","bbprime_causal_s125","self",31,"climate",NA,"news","msg_read","1",100
"bbprime_causal","timed","bbprime_causal_s126","social",46,"climate",NA,"news","msg_read","1",35
"bbprime_causal","timed","bbprime_causal_s127","self",68,"health",NA,"news","msg_read","1",48
"bbprime_causal","comment","bbprime_causal_s128","control",94,"health",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s129","social",77,"climate",NA,"news","msg_read","1",99
"bbprime_causal","comment","bbprime_causal_s130","self",9,"climate",NA,"news","msg_read","1",9
"bbprime_causal","comment","bbprime_causal_s131","self",57,"health",NA,"news","msg_read","1",22
"bbprime_causal","timed","bbprime_causal_s132","social",87,"climate",NA,"news","msg_read","1",67
"bbprime_causal","untimed","bbprime_causal_s133","control",36,"health",NA,"news","msg_read","1",21
"bbprime_causal","comment","bbprime_causal_s134","self",43,"health",NA,"news","msg_read","1",0
"bbprime_causal","timed","bbprime_causal_s135","control",56,"health",NA,"news","msg_read","1",11
"bbprime_causal","comment","bbprime_causal_s136","control",62,"health",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s137","self",41,"health",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s138","self",63,"climate",NA,"news","msg_read","1",54
"bbprime_causal","timed","bbprime_causal_s139","self",68,"health",NA,"news","msg_read","1",76
"bbprime_causal","comment","bbprime_causal_s140","self",32,"climate",NA,"news","msg_read","1",65
"bbprime_causal","timed","bbprime_causal_s141","self",37,"climate",NA,"news","msg_read","1",32
"bbprime_causal","comment","bbprime_causal_s142","social",78,"health",NA,"news","msg_read","1",57
"bbprime_causal","comment","bbprime_causal_s143","self",10,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s144","self",76,"climate",NA,"news","msg_read","1",49
"bbprime_causal","untimed","bbprime_causal_s145","control",15,"health",NA,"news","msg_read","1",0
"bbprime_causal","timed","bbprime_causal_s146","control",25,"climate",NA,"news","msg_read","1",78
"bbprime_causal","timed","bbprime_causal_s147","social",52,"climate",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s148","social",47,"climate",NA,"news","msg_read","1",49
"bbprime_causal","timed","bbprime_causal_s149","control",16,"health",NA,"news","msg_read","1",66
"bbprime_causal","untimed","bbprime_causal_s150","control",2,"health",NA,"news","msg_read","1",100
"bbprime_causal","timed","bbprime_causal_s151","social",51,"health",NA,"news","msg_read","1",50
"bbprime_causal","timed","bbprime_causal_s152","control",2,"health",NA,"news","msg_read","1",13
"bbprime_causal","untimed","bbprime_causal_s153","self",55,"climate",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s154","self",65,"climate",NA,"news","msg_read","1",57
"bbprime_causal","comment","bbprime_causal_s155","control",65,"climate",NA,"news","msg_read","1",77
"bbprime_causal","timed","bbprime_causal_s156","self",7,"health",NA,"news","msg_read","1",34
"bbprime_causal","comment","bbprime_causal_s157","control",61,"climate",NA,"news","msg_read","1",67
"bbprime_causal","comment","bbprime_causal_s158","control",23,"health",NA,"news","msg_read","1",82
"bbprime_causal","comment","bbprime_causal_s159","self",2,"health",NA,"news","msg_read","1",61
"bbprime_causal","timed","bbprime_causal_s160","control",27,"climate",NA,"news","msg_read","1",47
"bbprime_causal","untimed","bbprime_causal_s161","self",12,"climate",NA,"news","msg_read","1",67
"bbprime_causal","timed","bbprime_causal_s162","social",81,"climate",NA,"news","msg_read","1",25
"bbprime_causal","timed","bbprime_causal_s163","control",67,"health",NA,"news","msg_read","1",90
"bbprime_causal","untimed","bbprime_causal_s164","self",26,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s165","control",37,"climate",NA,"news","msg_read","1",67
"bbprime_causal","timed","bbprime_causal_s166","social",13,"climate",NA,"news","msg_read","1",74
"bbprime_causal","comment","bbprime_causal_s167","self",42,"climate",NA,"news","msg_read","1",79
"bbprime_causal","untimed","bbprime_causal_s168","self",35,"health",NA,"news","msg_read","1",80
"bbprime_causal","comment","bbprime_causal_s169","social",33,"health",NA,"news","msg_read","1",31
"bbprime_causal","timed","bbprime_causal_s170","social",48,"climate",NA,"news","msg_read","1",16
"bbprime_causal","timed","bbprime_causal_s171","social",31,"climate",NA,"news","msg_read","1",61
"bbprime_causal","untimed","bbprime_causal_s172","social",86,"health",NA,"news","msg_read","1",34
"bbprime_causal","timed","bbprime_causal_s173","social",16,"health",NA,"news","msg_read","1",100
"bbprime_causal","timed","bbprime_causal_s174","self",53,"climate",NA,"news","msg_read","1",8
"bbprime_causal","comment","bbprime_causal_s175","self",6,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s176","self",94,"health",NA,"news","msg_read","1",63
"bbprime_causal","timed","bbprime_causal_s177","control",36,"health",NA,"news","msg_read","1",62
"bbprime_causal","comment","bbprime_causal_s178","control",75,"health",NA,"news","msg_read","1",11
"bbprime_causal","untimed","bbprime_causal_s179","social",72,"climate",NA,"news","msg_read","1",72
"bbprime_causal","timed","bbprime_causal_s180","social",19,"climate",NA,"news","msg_read","1",61
"bbprime_causal","timed","bbprime_causal_s181","self",10,"climate",NA,"news","msg_read","1",24
"bbprime_causal","untimed","bbprime_causal_s182","control",55,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s183","control",79,"health",NA,"news","msg_read","1",49
"bbprime_causal","untimed","bbprime_causal_s184","self",92,"climate",NA,"news","msg_read","1",17
"bbprime_causal","timed","bbprime_causal_s185","social",57,"health",NA,"news","msg_read","1",40
"bbprime_causal","timed","bbprime_causal_s186","social",43,"health",NA,"news","msg_read","1",100
"bbprime_causal","comment","bbprime_causal_s187","self",64,"health",NA,"news","msg_read","1",74
"bbprime_causal","comment","bbprime_causal_s188","self",21,"climate",NA,"news","msg_read","1",79
"bbprime_causal","untimed","bbprime_causal_s189","control",26,"climate",NA,"news","msg_read","1",99
"bbprime_causal","untimed","bbprime_causal_s190","social",72,"climate",NA,"news","msg_read","1",59
"bbprime_causal","timed","bbprime_causal_s191","social",91,"health",NA,"news","msg_read","1",87
"bbprime_causal","timed","bbprime_causal_s192","social",25,"climate",NA,"news","msg_read","1",41
"bbprime_causal","untimed","bbprime_causal_s193","social",1,"climate",NA,"news","msg_read","1",72
"bbprime_causal","untimed","bbprime_causal_s194","self",19,"climate",NA,"news","msg_read","1",66
"bbprime_causal","untimed","bbprime_causal_s195","control",30,"climate",NA,"news","msg_read","1",7
"bbprime_causal","timed","bbprime_causal_s196","control",35,"health",NA,"news","msg_read","1",77
"bbprime_causal","comment","bbprime_causal_s197","social",76,"climate",NA,"news","msg_read","1",62
"bbprime_causal","timed","bbprime_causal_s198","social",7,"health",NA,"news","msg_read","1",5
"bbprime_causal","timed","bbprime_causal_s199","control",93,"health",NA,"news","msg_read","1",64
"bbprime_causal","untimed","bbprime_causal_s200","control",18,"health",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s201","social",9,"climate",NA,"news","msg_read","1",78
"bbprime_causal","untimed","bbprime_causal_s202","self",34,"health",NA,"news","msg_read","1",71
"bbprime_causal","timed","bbprime_causal_s203","control",29,"health",NA,"news","msg_read","1",87
"bbprime_causal","comment","bbprime_causal_s204","control",74,"health",NA,"news","msg_read","1",87
"bbprime_causal","timed","bbprime_causal_s205","control",85,"climate",NA,"news","msg_read","1",80
"bbprime_causal","comment","bbprime_causal_s206","control",22,"climate",NA,"news","msg_read","1",44
"bbprime_causal","comment","bbprime_causal_s207","control",68,"health",NA,"news","msg_read","1",62
"bbprime_causal","timed","bbprime_causal_s208","social",15,"health",NA,"news","msg_read","1",66
"bbprime_causal","timed","bbprime_causal_s209","self",49,"health",NA,"news","msg_read","1",28
"bbprime_causal","timed","bbprime_causal_s210","social",70,"health",NA,"news","msg_read","1",89
"bbprime_causal","comment","bbprime_causal_s211","social",55,"climate",NA,"news","msg_read","1",73
"bbprime_causal","timed","bbprime_causal_s212","control",79,"health",NA,"news","msg_read","1",0
"bbprime_causal","timed","bbprime_causal_s213","social",63,"climate",NA,"news","msg_read","1",58
"bbprime_causal","untimed","bbprime_causal_s214","control",90,"climate",NA,"news","msg_read","1",12
"bbprime_causal","untimed","bbprime_causal_s215","social",13,"climate",NA,"news","msg_read","1",1
"bbprime_causal","untimed","bbprime_causal_s216","control",29,"health",NA,"news","msg_read","1",96
"bbprime_causal","timed","bbprime_causal_s217","self",90,"climate",NA,"news","msg_read","1",73
"bbprime_causal","comment","bbprime_causal_s218","control",73,"climate",NA,"news","msg_read","1",88
"bbprime_causal","timed","bbprime_causal_s219","social",6,"climate",NA,"news","msg_read","1",69
"bbprime_causal","timed","bbprime_causal_s220","control",44,"health",NA,"news","msg_read","1",60
"bbprime_causal","untimed","bbprime_causal_s221","social",90,"climate",NA,"news","msg_read","1",3
"bbprime_causal","untimed","bbprime_causal_s222","control",83,"health",NA,"news","msg_read","1",85
"bbprime_causal","untimed","bbprime_causal_s223","control",39,"health",NA,"news","msg_read","1",0
"bbprime_causal","comment","bbprime_causal_s224","social",37,"climate",NA,"news","msg_read","1",37
"bbprime_causal","timed","bbprime_causal_s225","self",27,"climate",NA,"news","msg_read","1",27
"bbprime_causal","timed","bbprime_causal_s226","control",51,"health",NA,"news","msg_read","1",88
"bbprime_causal","timed","bbprime_causal_s227","control",29,"health",NA,"news","msg_read","1",29
"bbprime_causal","timed","bbprime_causal_s228","self",40,"climate",NA,"news","msg_read","1",2
"bbprime_causal","untimed","bbprime_causal_s229","social",43,"health",NA,"news","msg_read","1",88
"bbprime_causal","comment","bbprime_causal_s230","control",86,"health",NA,"news","msg_read","1",99
"bbprime_causal","timed","bbprime_causal_s231","social",45,"climate",NA,"news","msg_read","1",10
"bbprime_causal","untimed","bbprime_causal_s232","social",71,"climate",NA,"news","msg_read","1",88
"bbprime_causal","comment","bbprime_causal_s233","control",46,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s234","control",3,"health",NA,"news","msg_read","1",97
"bbprime_causal","untimed","bbprime_causal_s235","social",6,"climate",NA,"news","msg_read","1",68
"bbprime_causal","untimed","bbprime_causal_s236","social",58,"health",NA,"news","msg_read","1",42
"bbprime_causal","untimed","bbprime_causal_s237","self",0,"health",NA,"news","msg_read","1",43
"bbprime_causal","timed","bbprime_causal_s238","social",60,"climate",NA,"news","msg_read","1",0
"bbprime_causal","timed","bbprime_causal_s239","social",26,"climate",NA,"news","msg_read","1",1
"bbprime_causal","comment","bbprime_causal_s240","social",53,"climate",NA,"news","msg_read","1",53
"bbprime_causal","comment","bbprime_causal_s241","control",65,"climate",NA,"news","msg_read","1",62
"bbprime_causal","untimed","bbprime_causal_s242","social",37,"climate",NA,"news","msg_read","1",48
"bbprime_causal","timed","bbprime_causal_s243","self",52,"climate",NA,"news","msg_read","1",40
"bbprime_causal","timed","bbprime_causal_s244","control",79,"health",NA,"news","msg_read","1",7
"bbprime_causal","timed","bbprime_causal_s245","self",59,"climate",NA,"news","msg_read","1",96
"bbprime_causal","untimed","bbprime_causal_s246","self",67,"health",NA,"news","msg_read","1",30
"bbprime_causal","timed","bbprime_causal_s247","control",38,"health",NA,"news","msg_read","1",51
"bbprime_causal","untimed","bbprime_causal_s248","control",23,"health",NA,"news","msg_read","1",49
"bbprime_causal","comment","bbprime_causal_s249","self",90,"climate",NA,"news","msg_read","1",76
"bbprime_causal","comment","bbprime_causal_s250","social",80,"health",NA,"news","msg_read","1",36
"bbprime_causal","timed","bbprime_causal_s251","social",36,"health",NA,"news","msg_read","1",88
"bbprime_causal","untimed","bbprime_causal_s252","control",44,"health",NA,"news","msg_read","1",9
"bbprime_causal","timed","bbprime_causal_s253","control",74,"health",NA,"news","msg_read","1",100
"bbprime_causal","comment","bbprime_causal_s254","self",51,"health",NA,"news","msg_read","1",100
"bbprime_causal","comment","bbprime_causal_s255","social",23,"health",NA,"news","msg_read","1",61
"bbprime_causal","timed","bbprime_causal_s256","social",30,"climate",NA,"news","msg_read","1",78
"bbprime_causal","timed","bbprime_causal_s257","control",71,"climate",NA,"news","msg_read","1",9
"bbprime_causal","untimed","bbprime_causal_s258","self",85,"climate",NA,"news","msg_read","1",23
"bbprime_causal","untimed","bbprime_causal_s259","control",18,"health",NA,"news","msg_read","1",70
"bbprime_causal","untimed","bbprime_causal_s260","control",66,"climate",NA,"news","msg_read","1",90
"bbprime_causal","timed","bbprime_causal_s261","control",61,"climate",NA,"news","msg_read","1",95
"bbprime_causal","untimed","bbprime_causal_s262","control",17,"health",NA,"news","msg_read","1",0
"bbprime_causal","timed","bbprime_causal_s263","control",54,"health",NA,"news","msg_read","1",96
"bbprime_causal","timed","bbprime_causal_s264","control",55,"climate",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s265","control",87,"climate",NA,"news","msg_read","1",77
"bbprime_causal","comment","bbprime_causal_s266","social",86,"health",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s267","social",32,"climate",NA,"news","msg_read","1",58
"bbprime_causal","untimed","bbprime_causal_s268","control",15,"health",NA,"news","msg_read","1",0
"bbprime_causal","comment","bbprime_causal_s269","social",4,"climate",NA,"news","msg_read","1",71
"bbprime_causal","untimed","bbprime_causal_s270","control",54,"health",NA,"news","msg_read","1",0
"bbprime_causal","timed","bbprime_causal_s271","social",65,"climate",NA,"news","msg_read","1",50
"bbprime_causal","comment","bbprime_causal_s272","self",39,"health",NA,"news","msg_read","1",70
"bbprime_causal","untimed","bbprime_causal_s273","social",57,"health",NA,"news","msg_read","1",75
"bbprime_causal","timed","bbprime_causal_s274","social",11,"health",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s275","social",83,"health",NA,"news","msg_read","1",67
"bbprime_causal","untimed","bbprime_causal_s276","control",89,"climate",NA,"news","msg_read","1",50
"bbprime_causal","comment","bbprime_causal_s277","self",95,"climate",NA,"news","msg_read","1",57
"bbprime_causal","timed","bbprime_causal_s278","self",1,"climate",NA,"news","msg_read","1",100
"bbprime_causal","comment","bbprime_causal_s279","self",12,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s280","self",77,"climate",NA,"news","msg_read","1",75
"bbprime_causal","untimed","bbprime_causal_s281","self",80,"health",NA,"news","msg_read","1",0
"bbprime_causal","comment","bbprime_causal_s282","social",18,"health",NA,"news","msg_read","1",97
"bbprime_causal","comment","bbprime_causal_s283","social",37,"climate",NA,"news","msg_read","1",73
"bbprime_causal","timed","bbprime_causal_s284","social",53,"climate",NA,"news","msg_read","1",43
"bbprime_causal","timed","bbprime_causal_s285","social",19,"climate",NA,"news","msg_read","1",0
"bbprime_causal","timed","bbprime_causal_s286","self",19,"climate",NA,"news","msg_read","1",72
"bbprime_causal","timed","bbprime_causal_s287","social",48,"climate",NA,"news","msg_read","1",50
"bbprime_causal","untimed","bbprime_causal_s288","self",11,"health",NA,"news","msg_read","1",47
"bbprime_causal","untimed","bbprime_causal_s289","social",65,"climate",NA,"news","msg_read","1",93
"bbprime_causal","timed","bbprime_causal_s290","self",41,"health",NA,"news","msg_read","1",8
"bbprime_causal","timed","bbprime_causal_s291","control",76,"climate",NA,"news","msg_read","1",77
"bbprime_causal","comment","bbprime_causal_s292","self",88,"health",NA,"news","msg_read","1",100
"bbprime_causal","comment","bbprime_causal_s293","social",42,"climate",NA,"news","msg_read","1",100
"bbprime_causal","untimed","bbprime_causal_s294","self",16,"health",NA,"news","msg_read","1",69
"bbprime_causal","comment","bbprime_causal_s295","social",34,"health",NA,"news","msg_read","1",58
"bbprime_causal","timed","bbprime_causal_s296","control",22,"climate",NA,"news","msg_read","1",0
"bbprime_causal","untimed","bbprime_causal_s297","control",82,"climate",NA,"news","msg_read","1",99
"bbprime_causal","timed","bbprime_causal_s298","control",87,"climate",NA,"news","msg_read","1",39
"bbprime_causal","comment","bbprime_causal_s299","social",79,"health",NA,"news","msg_read","1",0
"bbprime_causal","comment","bbprime_causal_s300","control",24,"health",NA,"news","msg_read","1",25
"bbprime_causal","timed","bbprime_causal_s301","control",81,"climate",NA,"news","msg_read","1",60
"bbprime_causal","comment","bbprime_causal_s302","self",60,"climate",NA,"news","msg_read","1",82
"bbprime_causal","untimed","bbprime_causal_s303","self",49,"health",NA,"news","msg_read","1",22
